Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
NACWAP,82.49,178.23,2.08,5.6,8.83,32.1,19.8,12.1,531.36,-2.6468,-2.1967,2.27,1.92,1.86,0.2895,-0.4467,-0.6702,-0.417,1.8858,2.781,2.0036,2.8654,28.8407,7.3768,8.4766,7.6152,0.7519,0.2155,0.622,3.1959,4.177,1.3605,1.5954,1.221,6.4633,12.4553,4.1989,4.1743,4.082,9.7919,1.9512,1.9189,1.9782,1.9488,1.9948,3.5503,4.7537,1.5292,1.601,1.6236,0.3661,0.086,0.0563,0.074,0.0635,0.0864,3.2705,4.0836,1.3433,1.4994,1.2409,0.0629,0.011,0.0132,0.0219,0.0082,0.0085,24
NADGIL,81.43,206.71,1.82,6.52,6.37,36.3,26.1,15.5,531.33,-3.3194,-2.5142,2.01,1.98,1.83,0.2205,-0.4098,-0.1282,-0.1486,2.1433,2.8647,3.2438,3.249,28.7688,7.3514,7.1114,7.1184,0.823,0.4404,0.4903,3.2001,4.1335,1.4389,1.4769,1.2177,6.4223,12.5876,4.1954,4.2097,4.1824,9.7697,1.9367,1.9595,1.9774,1.9338,1.9623,3.1577,3.8759,1.3509,1.2049,1.3201,0.0946,0.0235,0.0111,0.0231,0.0145,0.0225,3.1663,3.8918,1.2435,1.4435,1.2048,0.0905,0.0134,0.0179,0.0284,0.0118,0.0192,24
NADMIO,83.14,187.67,2.94,6.18,7.26,39.7,32.6,20.2,562.21,-2.7063,-1.876,1.95,2,1.85,0.3892,-0.4129,-0.6129,-0.8428,2.086,2.8189,2.0843,1.7832,28.8061,7.343,8.4219,8.697,0.7689,0.4905,0.5096,3.1967,4.1413,1.3446,1.5782,1.2185,6.3898,12.475,4.1893,4.1544,4.1313,9.7459,1.9414,1.9463,1.9643,1.9374,1.9566,3.5189,4.6276,1.4423,1.6549,1.5303,0.4664,0.0929,0.074,0.1179,0.0823,0.0992,3.5622,4.8305,1.5943,1.4896,1.7467,0.4501,0.1174,0.0711,0.0921,0.0956,0.0739,25.5
NADPAK,87.01,183.41,2.47,4.32,9.41,29.8,19.6,11.7,529.48,-1.9711,0.2933,2.04,2.04,1.92,0.2507,-0.4743,-0.8866,-0.8739,1.8266,2.7217,1.8669,1.8661,28.9417,7.3701,8.5201,8.5455,0.6788,0.4925,0.4714,3.2184,4.18,1.397,1.5943,1.1887,6.4575,12.485,4.1535,4.1569,4.1746,9.8068,1.8767,1.9729,1.9725,1.9898,1.9949,3.5738,4.9053,1.6974,1.5128,1.6951,0.4075,0.0972,0.0669,0.0802,0.0578,0.1054,3.5716,4.8807,1.6455,1.6896,1.5457,0.4216,0.0776,0.1001,0.085,0.0674,0.0916,22.6
NADVUN,82.68,203.23,2.94,5.61,13.32,35.6,25.3,15.8,776.51,-3.3253,-2.527,2,2,1.84,0.1829,-0.4104,-0.1349,-0.1343,2.111,2.8606,3.1546,3.1417,28.7969,7.3524,7.1458,7.1354,0.8231,0.4826,0.4707,3.2025,4.1314,1.4967,1.4282,1.2065,6.4284,12.6067,4.1997,4.2137,4.1933,9.7821,1.9323,1.9745,1.973,1.919,1.9832,3.1586,3.8837,1.2796,1.3946,1.2095,0.0926,0.0109,0.022,0.0271,0.0137,0.0188,3.1595,3.8823,1.3141,1.2146,1.3536,0.0925,0.02,0.0135,0.021,0.0144,0.0235,22.2
NAFHOR,75.26,163.34,2.64,5.47,9.07,27,20.7,13.9,569.87,-2.7686,0.2492,2.74,1.87,1.87,0.3098,-0.4761,-0.7781,-0.856,1.5757,2.7625,1.7652,1.9541,28.8619,7.3173,8.5777,8.6115,0.7623,0,0.6167,3.2078,4.1941,1.2506,1.5616,1.3819,6.5495,12.3789,4.1254,4.1214,4.1321,9.7618,1.9321,1.9092,1.9391,1.9875,1.9938,3.5424,4.8441,1.7656,1.601,1.4776,0.3916,0.0623,0.0772,0.103,0.0642,0.0849,3.5196,4.8703,1.6535,1.5337,1.6831,0.4662,0.1056,0.1069,0.0982,0.0637,0.0916,34.7
NAFSIA,75.55,228.48,2.9,8.57,9.96,44.8,32.9,20.1,699.93,-4.0436,-3.9818,2.48,1.99,1.86,0.4555,-0.2822,-0.1027,-0.1192,2.3976,3.023,2.9062,3.2361,28.7594,7.2223,7.0293,7.0946,0.8591,0.115,0.522,3.2254,3.9811,1.2647,1.4075,1.3089,6.3446,12.4924,4.1449,4.1765,4.1711,9.7074,1.9539,1.9351,1.9484,1.9751,1.895,3.2365,3.7524,1.2801,1.3362,1.1361,0.1139,0.0141,0.023,0.0383,0.0149,0.0237,3.1624,3.8681,1.3178,1.2222,1.3281,0.0888,0.0182,0.0122,0.0193,0.011,0.0282,24.3
NAFTEU,94.78,193.98,2.57,7.84,7.09,35.7,28.1,18.8,587.34,-2.4398,-0.7202,1.94,2.06,1.91,0.3533,-0.4644,-0.8787,-0.5115,1.8982,2.7402,1.9282,2.0327,28.8977,7.3703,8.5731,8.4439,0.7548,0.6054,0.3183,3.2198,4.1711,1.3646,1.3735,1.433,6.4287,12.4443,4.1693,4.154,4.121,9.7737,1.8884,1.9901,1.9602,1.9648,1.9703,3.5435,4.8661,1.4383,1.7091,1.7187,0.469,0.1311,0.0933,0.0636,0.1207,0.0602,3.5168,4.6226,1.575,1.4949,1.5527,0.3721,0.0705,0.076,0.0902,0.0532,0.0822,32.1
NAFYUR,87.44,187.88,1.55,9.75,8.6,30.6,21,13.5,636.45,-2.5611,-1.9467,2.02,1.94,1.87,0.4165,-0.4425,-0.6869,-0.6031,2.0221,2.779,1.9083,2.0423,28.8062,7.3802,8.5156,8.5016,0.7884,0.4358,0.5149,3.2105,4.1575,1.3668,1.3865,1.4042,6.3799,12.4449,4.1882,4.1251,4.1315,9.7587,1.9121,1.971,1.9801,1.9585,1.9371,3.531,4.7672,1.5517,1.5735,1.642,0.3887,0.0622,0.0758,0.0928,0.0606,0.0973,3.5074,4.6995,1.498,1.5863,1.6152,0.3962,0.0744,0.0584,0.1059,0.0652,0.0923,14.5
NAGFIK,82.07,221.15,2.06,7.77,6.1,37.8,27.9,16.3,555.46,-2.728,-2.0287,1.99,1.97,1.88,0.1812,-0.443,-0.0921,-0.4419,2.1557,2.7964,3.1606,2.8418,28.824,7.3572,7.1033,7.6303,0.7485,0.5329,0.4929,3.214,4.1545,1.3992,1.4617,1.2936,6.4387,12.5976,4.184,4.1863,4.2273,9.7824,1.917,1.9746,1.9734,1.9879,1.9295,3.1736,3.7983,1.218,1.4296,1.1507,0.1202,0.0184,0.0306,0.0246,0.0187,0.0279,3.2377,4.1444,1.4028,1.347,1.3945,0.0598,0.0138,0.0081,0.0152,0.0165,0.0062,29
NAHCUY,72.94,158.89,2.38,7.38,9.81,27.4,21.1,15,592.15,-2.7208,-0.1186,1.87,2.91,1.86,0.3015,-0.4806,-0.7828,-0.4401,1.6344,2.7589,2.0753,2.1229,28.9112,7.3578,8.5597,8.4014,0.796,0.7067,0,3.2122,4.1935,1.2294,1.3781,1.586,6.5551,12.3784,4.0598,4.1983,4.1204,9.765,1.9521,1.9782,1.9073,1.9575,1.9698,3.5218,4.8611,1.5398,1.6964,1.6248,0.4,0.0662,0.0859,0.0838,0.103,0.061,3.533,4.6471,1.5194,1.4984,1.6293,0.26,0.0624,0.0368,0.0583,0.0423,0.0603,23.2
NAKHUG,47.18,132.2,2.08,10.15,10.48,19.7,14.7,11.1,639.91,-2.9353,-0.7501,3.03,1.86,1.84,0.2956,-0.4677,-0.5515,-0.6136,1.5792,2.7753,1.9729,2.0819,28.8062,7.3474,8.4479,8.5407,0.8161,0,0.5868,3.2047,4.1885,1.4538,1.3229,1.4118,6.5657,12.3732,4.1488,4.1197,4.1048,9.7654,1.9102,1.9343,1.9473,1.9918,1.9818,3.5455,4.731,1.5521,1.6754,1.5035,0.275,0.0416,0.0632,0.0641,0.0388,0.0673,3.4888,4.7522,1.6302,1.4445,1.6775,0.3726,0.0984,0.0414,0.0982,0.0523,0.0824,27.4
NAKKIX,81.6,209.52,1.96,8.65,12.73,35.5,25.9,14.8,679.86,-2.9816,-2.8637,2.03,2.03,1.85,0.2172,-0.4136,-0.188,-0.142,2.0163,2.8463,3.1602,3.1492,28.786,7.3561,7.2103,7.0968,0.7717,0.4336,0.4556,3.2028,4.1359,1.3808,1.4823,1.2727,6.4276,12.5476,4.1522,4.2153,4.1801,9.8075,1.9394,1.9381,1.963,1.9603,2.0068,3.1718,3.9261,1.3451,1.3545,1.2264,0.0901,0.0124,0.0185,0.0233,0.0142,0.0216,3.1654,3.8861,1.3567,1.2071,1.3223,0.0906,0.0235,0.0106,0.0227,0.0147,0.0192,14.5
NAMALN10,88.92,185.41,1.55,3.59,5.37,33.1,19.1,7.6,399.09,-2.4255,0.635,2.04,2.04,1.92,0.3261,-0.4694,-0.6114,-0.6117,1.7714,2.7337,1.9272,1.9328,28.8314,7.4176,8.4702,8.4713,0.7518,0.3893,0.3961,3.2266,4.1682,1.4445,1.4999,1.2238,6.4012,12.4544,4.1944,4.0888,4.1711,9.8183,1.9609,1.9352,1.98,1.9681,1.974,3.5147,4.733,1.6539,1.5062,1.5729,0.3637,0.0777,0.0681,0.082,0.0738,0.0621,3.5141,4.7332,1.5562,1.5625,1.6145,0.3645,0.0573,0.0716,0.0772,0.0572,0.1012,19.7
NAMQIE,101.69,259.15,2.47,7.75,10,43.4,28.9,16.7,630.97,-3.0912,-1.2397,1.9,2,1.98,0.3023,-0.3306,-0.7289,-0.0979,1.7951,2.9186,2.0673,3.0655,28.7247,7.3739,8.5937,6.9928,0.4771,0.6074,0.4786,3.1844,4.0624,1.2508,1.2834,1.5281,6.3487,12.5038,4.0875,4.1914,4.225,9.8451,1.9618,1.9658,1.9813,1.9487,1.9875,3.5109,4.8024,1.6144,1.5779,1.6101,0.4156,0.0564,0.0675,0.1101,0.0541,0.1275,3.1627,3.8165,1.2873,1.432,1.0973,0.1186,0.01,0.0291,0.0434,0.0123,0.0238,30.8
NAMVOM,85.94,180.02,2.59,4.4,9.66,29.5,19.5,11.9,539.49,-2.2537,0.443,2.09,2.06,1.91,0.2639,-0.4693,-0.8749,-0.8664,1.778,2.7387,1.8677,1.8699,28.9226,7.3711,8.512,8.5482,0.6907,0.4496,0.4574,3.2107,4.1821,1.5293,1.2561,1.3967,6.46,12.467,4.1613,4.1783,4.1274,9.8091,1.9182,1.9403,1.9828,1.9925,1.9753,3.5769,4.9004,1.4933,1.6736,1.7335,0.3976,0.0897,0.0914,0.0527,0.1081,0.0557,3.5737,4.8777,1.6912,1.4582,1.7282,0.4151,0.0985,0.0607,0.0994,0.0687,0.0879,20.8
NAMYIJ,75.03,199.9,3.48,8.93,8.95,39.5,36.6,26.6,723.19,-2.6363,-0.7204,1.94,2.48,1.89,0.2623,-0.4793,-0.1523,-0.6254,1.7029,2.7771,2.9607,1.9238,28.9253,7.3952,7.316,8.4768,0.7838,0.6249,0.1125,3.2142,4.1916,1.506,1.3329,1.3527,6.525,12.4249,4.1082,4.1235,4.1933,9.7878,1.9665,1.9486,1.9364,1.9706,1.9656,3.126,3.9502,1.3583,1.2993,1.2925,0.0762,0.0137,0.0139,0.0143,0.0094,0.0249,3.5398,4.6889,1.5028,1.6882,1.4979,0.3967,0.0661,0.0853,0.0903,0.0663,0.0887,22.7
NARBAJ,83.15,183.83,1.55,6.9,10.79,31.2,21.1,12.9,600.44,-2.6212,-1.4944,1.92,2.03,1.88,0.418,-0.4568,-0.6342,-0.6861,2.014,2.7562,2.0742,1.9313,28.8189,7.3888,8.4561,8.4956,0.7934,0.5014,0.4378,3.2131,4.17,1.2233,1.372,1.5747,6.3844,12.432,4.0702,4.2018,4.16,9.7655,1.9504,1.957,1.9598,1.9503,1.948,3.5093,4.7186,1.4714,1.4748,1.7724,0.4062,0.09,0.093,0.0582,0.1111,0.0538,3.5275,4.7562,1.5042,1.6547,1.5973,0.4024,0.0852,0.0976,0.065,0.0975,0.0571,25.8
NARCAN,81.59,241.8,3.21,10.9,8.42,48.1,39.7,21.9,737.74,-2.6266,-2.3274,2,1.99,1.89,0.2266,-0.428,-0.2041,-0.1472,2.0838,2.8136,2.8213,3.1538,28.8266,7.3386,7.2827,7.0967,0.7626,0.4698,0.463,3.2162,4.138,1.3648,1.5961,1.1771,6.4303,12.5492,4.2214,4.1661,4.1616,9.794,1.9516,1.9794,1.9792,1.9181,1.9656,3.1703,3.9555,1.4063,1.1938,1.3554,0.0783,0.0201,0.0082,0.0207,0.0105,0.0189,3.1706,3.8821,1.2047,1.4713,1.2061,0.0945,0.0153,0.0176,0.0312,0.0117,0.0187,32.5
NASQAZ,45.8,148.07,2.06,8.36,7.18,20.9,19.2,13.7,563.11,-2.9566,0.1244,1.85,3.09,1.84,0.3015,-0.4681,-0.6191,-0.5353,1.5335,2.7743,2.0129,2.0345,28.7495,7.3459,8.5432,8.4279,0.8113,0.534,0,3.2043,4.1892,1.4797,1.2843,1.4251,6.5609,12.3716,4.1652,4.1358,4.0706,9.766,1.8605,1.9823,1.9844,1.9747,1.9641,3.482,4.7419,1.638,1.4789,1.625,0.3951,0.1057,0.0578,0.0885,0.0561,0.087,3.5466,4.7337,1.579,1.6657,1.4889,0.255,0.0309,0.0708,0.0575,0.0419,0.0539,26.3
NASREE,44.68,128.21,2.31,3.97,9.75,19,13.2,9.2,512.83,-3.0659,-1.2419,1.86,3.15,1.82,0.302,-0.4609,-0.5803,-0.5747,1.5596,2.7954,2.0932,1.9547,28.7542,7.3361,8.5418,8.508,0.8373,0.5302,0,3.1948,4.1911,1.569,1.4263,1.1958,6.5522,12.3772,4.1694,4.153,4.0548,9.7686,1.8837,1.9572,1.9622,1.9893,1.9762,3.479,4.7323,1.6001,1.6472,1.485,0.369,0.0584,0.0873,0.0842,0.0622,0.077,3.5447,4.7313,1.6001,1.5727,1.5585,0.2987,0.04,0.0595,0.0865,0.05,0.0627,24.6
NASVAF,47.42,176.5,1.71,8.57,7.54,32.9,27.9,19.8,651.76,-2.9169,-1.6339,3.02,1.86,1.83,0.3229,-0.4553,-0.5374,-0.645,1.6369,2.7878,2.0372,1.9939,28.8334,7.3235,8.4319,8.518,0.8165,0,0.5947,3.2025,4.1774,1.4977,1.4704,1.2093,6.5363,12.3758,4.1224,4.1857,4.0677,9.7649,1.9216,1.968,1.9332,1.9804,1.9617,3.5468,4.7349,1.573,1.677,1.4849,0.2557,0.0224,0.0628,0.0688,0.0312,0.0704,3.4853,4.7522,1.5885,1.491,1.6727,0.4075,0.0985,0.0613,0.0932,0.0577,0.0968,25.6
NASWAI,84.35,195.12,4.17,9.18,8.59,40.4,34.4,23.6,715.28,-2.5442,-1.5377,2.02,1.94,1.88,0.2805,-0.4583,-1.0346,-0.1144,2.0738,2.7646,1.6632,3.2128,28.8548,7.3785,8.69,7.0841,0.7705,0.4699,0.5269,3.2119,4.1715,1.3103,1.2252,1.6359,6.4107,12.5272,4.1975,4.192,4.1377,9.7816,1.8945,1.9496,1.9756,1.9761,1.9858,3.5864,4.8481,1.6685,1.5178,1.6618,0.6001,0.1361,0.14,0.1183,0.1051,0.1006,3.1544,3.8652,1.3665,1.2885,1.2103,0.0948,0.0131,0.0211,0.0217,0.0202,0.0186,14.1
NATSEJ,82.16,193.79,1.87,11.2,7.61,33.7,23.9,13.8,618.25,-3.333,-2.4183,2.03,1.97,1.83,0.1755,-0.4173,-0.1478,-0.0806,2.1409,2.8504,3.1884,3.1565,28.818,7.3626,7.099,6.9466,0.8375,0.4375,0.528,3.2013,4.1396,1.4216,1.2622,1.4558,6.4289,12.6073,4.1854,4.2149,4.2071,9.7883,1.9325,1.966,1.9619,1.9365,1.9913,3.1781,3.8806,1.2467,1.2054,1.4285,0.0892,0.0174,0.0111,0.0287,0.0106,0.0213,3.1761,3.7782,1.3061,1.302,1.1701,0.1263,0.0162,0.0253,0.0355,0.017,0.0323,16.9
NATTIO,82.23,193.8,1.86,11.29,8.14,33.8,23.9,13.8,644.01,-3.3086,-2.3781,2.02,1.98,1.83,0.1723,-0.4191,-0.1489,-0.0843,2.1344,2.8438,3.1935,3.1373,28.818,7.3656,7.0997,6.9527,0.8318,0.4479,0.5177,3.2007,4.142,1.4998,1.4227,1.2196,6.4292,12.6085,4.1998,4.2195,4.1891,9.79,1.9396,1.9617,1.9652,1.9315,1.9921,3.1775,3.8821,1.3495,1.2064,1.3261,0.0893,0.0236,0.0107,0.0216,0.0148,0.0185,3.1769,3.7813,1.2744,1.3305,1.1764,0.126,0.0179,0.0244,0.0357,0.0183,0.0298,16.7
NAXCIA,81.39,178.58,4.61,7.54,10.89,34.6,30.7,25.7,791.4,-2.6213,-1.394,2.3,1.94,1.87,0.326,-0.462,-0.5917,-0.7877,1.737,2.759,2.0068,1.9754,28.9218,7.3661,8.476,8.5617,0.7963,0.1921,0.6196,3.2095,4.1773,1.5952,1.31,1.2721,6.4663,12.4227,4.1671,4.123,4.1327,9.7849,1.9355,1.9065,1.9771,1.9891,1.9768,3.5363,4.656,1.4665,1.6951,1.4945,0.3994,0.0811,0.0933,0.0819,0.0774,0.0658,3.5477,4.8198,1.4994,1.6343,1.6861,0.4203,0.1039,0.1023,0.0724,0.0831,0.0586,22
NAXJIH,81.94,184.87,1.55,7.44,7.17,33.4,24,14,567.09,-3.2327,-2.3361,2.11,1.95,1.84,0.3592,-0.4266,-0.5968,0.1293,2.0444,2.8367,2.0559,3.0599,28.7779,7.3771,8.4922,7.0982,0.8232,0.2951,0.6128,3.1975,4.1554,1.4156,1.4676,1.2722,6.4144,12.4641,4.1967,4.1613,4.1061,9.7622,1.9004,1.9921,1.9762,1.9582,1.9354,3.5207,4.6809,1.5082,1.5881,1.5847,0.3952,0.0555,0.075,0.1149,0.055,0.0948,3.1773,3.5718,1.2571,1.2958,1.0189,0.1216,0.0133,0.0207,0.0513,0.0167,0.0195,17.5
NAXTEM,47.34,132.31,1.64,6.83,8.32,21.2,17.1,12.2,539.8,-2.9498,-0.7087,3.02,1.86,1.84,0.298,-0.4678,-0.5359,-0.6216,1.5686,2.7712,1.9824,2.0331,28.7979,7.3467,8.4206,8.5307,0.8159,0,0.5743,3.2046,4.1886,1.309,1.4588,1.4209,6.5647,12.3722,4.1076,4.1487,4.1158,9.7651,1.9215,1.9442,1.9237,1.9855,1.9901,3.5427,4.7048,1.6576,1.5445,1.5027,0.2884,0.049,0.0627,0.0684,0.0625,0.0458,3.4893,4.7506,1.4462,1.624,1.6804,0.3817,0.0988,0.099,0.0421,0.0969,0.045,24.6
NEBFIM,91.51,192.49,1.55,12.63,9.5,31.1,21.1,13,710.25,-2.5041,-2.0001,1.91,2.03,1.87,0.3832,-0.4449,-0.6592,-0.5842,1.952,2.7863,2.0682,1.9131,28.7793,7.3779,8.5308,8.4621,0.7807,0.5398,0.3374,3.2066,4.1634,1.204,1.3493,1.6102,6.3815,12.466,4.104,4.2015,4.1605,9.7693,1.9559,1.9549,1.9467,1.962,1.9498,3.5054,4.7326,1.4863,1.5892,1.6571,0.4212,0.1028,0.0737,0.0753,0.1025,0.0669,3.5153,4.7153,1.5151,1.6046,1.5955,0.3536,0.0691,0.0774,0.0672,0.0596,0.0804,28.4
NEBYID,83.78,190.8,1.55,8.94,7.41,33.6,26,16.8,689.7,-2.8239,-1.0397,2.19,1.96,1.91,0.2201,-0.4671,-0.6609,-0.3851,1.7494,2.7456,1.9893,3.076,28.8884,7.3759,8.5364,7.5554,0.7859,0.2224,0.519,3.2162,4.1779,1.5083,1.2757,1.3939,6.4937,12.4788,4.1291,4.1478,4.2019,9.8074,1.9656,1.9166,1.9518,1.978,1.9954,3.5295,4.738,1.4826,1.5678,1.6876,0.3935,0.0916,0.0714,0.0689,0.0986,0.063,3.2267,4.0946,1.4117,1.2812,1.4018,0.0638,0.0151,0.0084,0.017,0.0177,0.0055,19
NEDPOB,49.66,158.27,2.33,5.39,7.64,28.2,23.5,15.6,532.26,-2.9516,-0.9957,2.94,1.93,1.87,0.2508,-0.4783,-0.5944,-0.1418,1.6422,2.7711,2.114,2.957,28.8985,7.3628,8.391,7.2817,0.8167,0,0.6424,3.2106,4.1949,1.495,1.4798,1.22,6.5797,12.3851,4.1747,4.1317,4.0787,9.7843,1.9168,1.9341,1.969,1.9781,1.9863,3.5475,4.7263,1.5971,1.6393,1.49,0.3206,0.0382,0.0787,0.0761,0.0496,0.078,3.1282,3.9323,1.3887,1.3144,1.2291,0.0813,0.0138,0.0158,0.0178,0.0122,0.0217,27.6
NEFGEN,92.31,193.52,1.67,4.47,8.05,29.6,19,10.7,467.64,-2.2853,-0.5455,1.96,1.97,1.93,0.2917,-0.4672,-0.7244,-0.5877,1.7366,2.7328,2.0229,2.0394,28.8259,7.3571,8.5491,8.4897,0.6907,0.4937,0.3883,3.2141,4.1789,1.3918,1.5958,1.1914,6.41,12.4874,4.1616,4.1524,4.1734,9.8109,1.8924,1.9721,1.9627,1.9904,1.9933,3.5193,4.794,1.5382,1.5327,1.7231,0.4111,0.0813,0.0822,0.0812,0.0812,0.0852,3.4994,4.7131,1.5116,1.4943,1.7072,0.3752,0.0884,0.0665,0.0755,0.0728,0.0719,21.6
NEFGOX,49.42,181.56,1.61,10.66,8.61,22.3,19.9,16.2,664.54,-2.9334,-1.8049,1.84,2.93,1.82,0.3111,-0.4612,-0.62,-0.5634,1.6001,2.7895,2.0987,1.9651,28.7759,7.3409,8.569,8.4441,0.8213,0.5918,0,3.1987,4.1876,1.5189,1.3055,1.3632,6.5487,12.384,4.1242,4.1475,4.1123,9.7562,1.9389,1.9562,1.9085,1.9776,1.9749,3.4835,4.7435,1.653,1.432,1.6585,0.393,0.0972,0.0425,0.1044,0.0508,0.0981,3.5419,4.6977,1.4985,1.7166,1.4825,0.3239,0.0592,0.079,0.0606,0.0562,0.0689,26
NEFHOY,83.12,184.07,1.75,6.64,8.24,28.5,20.5,14.8,587.37,-2.3033,-1.4021,1.98,1.96,1.87,0.306,-0.4553,-0.6687,-0.659,1.8454,2.7621,2.0461,2.0722,28.8429,7.3791,8.5244,8.5235,0.7653,0.4493,0.4625,3.2112,4.1676,1.5957,1.3378,1.2341,6.4185,12.4933,4.1734,4.1692,4.1507,9.7821,1.8917,1.9591,1.9722,1.9771,1.982,3.5231,4.715,1.4864,1.6197,1.6089,0.4306,0.0832,0.09,0.0874,0.1042,0.0658,3.5161,4.7018,1.5122,1.5241,1.6655,0.441,0.0929,0.0948,0.0796,0.0953,0.0785,23.3
NEFSUN,83.04,185.67,1.55,9.21,8.28,30.4,22.6,14.8,629.59,-2.8452,-2.3185,1.91,1.99,1.84,0.3911,-0.4034,-0.5963,-0.7454,2.1332,2.8165,2.1712,1.874,28.7396,7.3571,8.4542,8.5373,0.752,0.5279,0.5003,3.1994,4.1274,1.3184,1.3142,1.4948,6.379,12.5057,4.1197,4.2044,4.1817,9.7242,1.9455,1.9479,1.8868,1.9785,1.9656,3.5095,4.6558,1.4812,1.5941,1.5805,0.4311,0.0904,0.0766,0.0908,0.0978,0.0756,3.5438,4.8045,1.5814,1.5101,1.713,0.3971,0.0826,0.0688,0.0978,0.0747,0.0733,20.2
NEFVEZ,81.85,179,3.65,9.86,11.19,30.2,24,17.4,823.31,-2.3918,-1.1717,2.12,1.95,1.89,0.3052,-0.4661,-0.5684,-0.8634,1.7924,2.7503,2.0371,1.8768,28.902,7.3326,8.4414,8.5528,0.7271,0.308,0.5773,3.2081,4.1835,1.4359,1.2026,1.545,6.4696,12.4464,4.1884,4.1058,4.1522,9.7788,1.9305,1.9407,1.9685,1.9607,1.9784,3.5377,4.6451,1.4268,1.6477,1.5706,0.3856,0.07,0.0664,0.1047,0.0508,0.0936,3.5553,4.8781,1.6613,1.4761,1.7406,0.43,0.0986,0.0621,0.0915,0.086,0.0917,16.6
NEHBIO,80.83,179.12,3.54,6.16,8.41,33.1,28.9,19.2,594.44,-2.4565,-1.8014,2.14,1.94,1.87,0.3305,-0.4628,-0.4825,-0.7877,1.7643,2.7879,2.0649,1.8166,28.8932,7.3911,8.4665,8.6661,0.8076,0.2606,0.6068,3.2115,4.1763,1.2938,1.2684,1.6142,6.4446,12.4362,4.137,4.1744,4.1247,9.7888,1.8978,1.9752,1.9754,1.9747,1.9657,3.5103,4.6062,1.4504,1.5212,1.6345,0.366,0.0644,0.0567,0.0853,0.06,0.0996,3.5265,4.8031,1.6077,1.6613,1.5341,0.4581,0.0742,0.105,0.1021,0.0872,0.0897,22.3
NEHKIV,78.08,199.07,2.41,7.42,6.14,42.3,31.5,18.8,577.66,-3.0989,-2.4082,2,2.23,1.86,0.2697,-0.4343,-0.159,-0.3916,1.8946,2.8262,3.111,2.9036,28.7373,7.3336,7.2689,7.7099,0.8093,0.5202,0.1919,3.2043,4.1566,1.3947,1.5538,1.2081,6.443,12.486,4.2266,4.208,4.0513,9.8013,1.9498,1.986,1.981,1.9322,1.9524,3.1542,3.9167,1.2532,1.4535,1.21,0.0881,0.0149,0.0164,0.0273,0.0124,0.0171,3.213,4.1169,1.5974,1.2668,1.2527,0.0617,0.0086,0.0129,0.0156,0.0058,0.0187,16.4
NEKRUT,96.75,210.01,1.66,4.48,9.42,34.4,20.9,10.9,491.05,-3.1424,-2.7561,2.01,1.97,1.87,0.332,-0.4056,-0.494,0.1411,2.0858,2.8535,2.0925,3.2625,28.8099,7.3483,8.4639,6.9937,0.8018,0.3771,0.5751,3.2094,4.1225,1.398,1.4405,1.284,6.3852,12.513,4.1581,4.187,4.168,9.7697,1.9179,1.9757,1.9671,1.9652,1.9438,3.4961,4.6385,1.4724,1.593,1.5732,0.3594,0.0709,0.0814,0.0616,0.0752,0.0704,3.1425,3.5894,1.242,1.2833,1.0641,0.127,0.0162,0.0248,0.0422,0.0216,0.0223,18.4
