Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
MOTCII,81.33,211.69,1.93,9.4,7.69,39.8,30.3,18.9,668.87,-3.527,-2.6122,2.2,1.89,1.82,0.2916,-0.3988,-0.5153,-0.0327,2.1149,2.8937,2.0356,3.3558,28.818,7.3253,8.4634,6.9598,0.8645,0.2363,0.6537,3.1991,4.1241,1.4056,1.292,1.4264,6.422,12.5307,4.1685,4.2043,4.1578,9.7558,1.9104,1.9711,1.9497,1.9403,1.9843,3.522,4.6377,1.4851,1.5614,1.5912,0.3556,0.0739,0.062,0.0763,0.056,0.0873,3.1508,3.7622,1.3329,1.2009,1.2285,0.1198,0.0196,0.0192,0.0263,0.0193,0.0354,22.4
MOWKOZ,62.42,164.78,1.83,4.87,7.91,27.2,18.7,10.5,477.79,-2.363,-1.5546,2.24,1.99,1.88,0.2339,-0.4827,-0.6414,-0.1568,1.6487,2.7377,2.0085,2.9176,28.9274,7.3867,8.4878,7.3111,0.7345,0.2731,0.4989,3.2085,4.2012,1.2532,1.5475,1.4004,6.5242,12.4182,4.1263,4.1643,4.1275,9.8237,1.9139,1.9466,1.9694,1.9881,2.0057,3.5552,4.724,1.5158,1.6863,1.5219,0.3622,0.0639,0.0809,0.0806,0.0578,0.079,3.1409,3.9366,1.3819,1.3203,1.2345,0.0793,0.0084,0.0189,0.0194,0.0121,0.0204,24.6
MOXCPB10,85.03,226.71,1.69,9.51,6.57,45.5,31.6,20.1,641,-3.1573,-1.6813,1.81,2.17,1.86,0.4973,-0.4252,-0.553,-0.5197,2.4539,2.8577,2.0497,1.9833,28.9086,7.3334,8.3599,8.4239,0.8269,0.6112,0.2714,3.2156,4.1354,1.3386,1.3338,1.463,6.2957,12.4702,4.0742,4.2183,4.1778,9.7368,1.9588,1.9814,1.9195,1.885,1.9921,3.4911,4.6623,1.4635,1.5165,1.6823,0.3996,0.0778,0.0753,0.0778,0.0989,0.0698,3.5073,4.6386,1.5109,1.5157,1.612,0.3738,0.0522,0.0883,0.0587,0.1075,0.067,9.4
MOXSAT,83.65,182.13,1.55,8.15,8.79,30.4,21.2,15.7,630.39,-2.4633,-1.3997,1.98,2.04,1.89,0.3899,-0.4647,-0.6339,-0.6611,1.8821,2.7385,2.0609,1.8918,28.8631,7.3992,8.5204,8.5139,0.7912,0.4727,0.4207,3.2149,4.1758,1.1921,1.3872,1.5965,6.401,12.4189,4.0597,4.1873,4.1719,9.7903,1.9572,1.9573,1.9413,1.9478,1.9867,3.5145,4.7313,1.4661,1.5635,1.7017,0.3882,0.0895,0.0792,0.0593,0.1049,0.0553,3.5284,4.7529,1.4872,1.6741,1.5917,0.3798,0.0817,0.0899,0.0599,0.0934,0.055,16.8
MOYKAP,67.26,164.92,1.66,5.35,8.64,26.6,19.6,10.2,470.11,-2.7429,0.1066,3.35,1.89,1.88,0.2052,-0.4808,-0.6419,-0.2224,1.6659,2.7723,2.0611,3.1232,28.9082,7.3692,8.4844,7.2446,0.7977,0,0.6818,3.2118,4.197,1.5309,1.4022,1.2638,6.6003,12.4074,4.179,4.1,4.1284,9.7871,1.952,1.8956,1.9711,1.9919,1.9765,3.5645,4.807,1.6247,1.6652,1.5171,0.2703,0.0311,0.0694,0.0584,0.0491,0.0622,3.1461,3.9904,1.3902,1.3314,1.2688,0.0859,0.0166,0.0147,0.0139,0.0164,0.0243,29.4
MOYWOO,98.1,210.54,3.21,13.38,7.69,38.8,32.9,22.7,849.59,-2.6494,-1.2366,1.99,1.92,1.9,0.3902,-0.4541,-0.6539,-0.878,2.0581,2.7299,1.9136,1.8836,28.8104,7.3618,8.5022,8.5572,0.7678,0.3937,0.581,3.2204,4.1603,1.4645,1.2193,1.4764,6.3864,12.4714,4.2173,4.122,4.1321,9.752,1.9796,1.9093,1.9653,1.938,1.9597,3.5235,4.6715,1.5714,1.5738,1.5262,0.4589,0.1002,0.1021,0.0839,0.0822,0.0905,3.5336,4.8791,1.5541,1.6504,1.6747,0.4654,0.1026,0.0966,0.0941,0.1141,0.058,17.1
MOYWUU,82.12,202.57,1.99,6.64,7.59,35.4,25.6,18,591.3,-3.206,-2.3207,2.01,2,1.84,0.1679,-0.4258,-0.1363,-0.1369,2.0783,2.8464,3.1408,3.1503,28.8262,7.3528,7.1402,7.1476,0.8258,0.4517,0.4645,3.2019,4.1477,1.5186,1.4023,1.2268,6.4365,12.6014,4.208,4.2085,4.1849,9.7942,1.9314,1.9763,1.9692,1.9271,1.9903,3.1576,3.8853,1.3327,1.213,1.3396,0.0934,0.0218,0.0133,0.0211,0.0147,0.0225,3.1569,3.8867,1.2875,1.3861,1.2131,0.0933,0.0124,0.0217,0.025,0.0159,0.0183,17.7
MOYXAB01,82.12,202.57,1.99,6.64,7.59,35.4,25.6,18,591.28,-3.2084,-2.3208,2,2.01,1.84,0.1678,-0.4259,-0.1369,-0.1363,2.0784,2.8462,3.1512,3.1395,28.8266,7.3525,7.1482,7.1395,0.8264,0.4656,0.4503,3.202,4.1476,1.5209,1.3998,1.2269,6.4366,12.6014,4.2069,4.2098,4.1847,9.7942,1.9303,1.9773,1.9695,1.9275,1.9896,3.1567,3.8868,1.286,1.3872,1.2136,0.0934,0.0125,0.0216,0.0251,0.0159,0.0182,3.1577,3.8852,1.3328,1.2136,1.3388,0.0933,0.0217,0.0133,0.021,0.0145,0.0228,17.6
MOZQEY,85.45,183.86,1.55,11.7,8.51,31.7,24.2,17.1,769.25,-2.6764,-1.8311,1.96,2.06,1.89,0.3825,-0.459,-0.6732,-0.5371,1.8531,2.7715,1.9967,1.9414,28.8608,7.3789,8.5568,8.4651,0.8065,0.5223,0.3228,3.216,4.1694,1.5275,1.4569,1.185,6.4133,12.4222,4.2012,4.1434,4.0776,9.782,1.9063,1.9884,1.9743,1.9624,1.9506,3.5096,4.7604,1.535,1.6124,1.613,0.4032,0.0824,0.0663,0.0941,0.0739,0.0865,3.5115,4.6422,1.4602,1.5636,1.6184,0.3835,0.0679,0.0709,0.0928,0.0643,0.0876,16.1
MPYDCX01,94.66,197.52,1.66,4.64,7.49,34,20.9,10.8,451.59,-2.5962,-2.3494,2.32,1.93,1.89,0.1811,-0.4301,0.0381,-0.6048,2.1304,2.8007,2.0985,1.9755,28.8587,7.3633,16.4053,8.4674,0.7438,0.6136,0.4593,3.2177,4.1389,1.3353,1.4088,1.3947,6.4485,12.5647,4.1364,4.2229,4.2054,9.8057,1.9214,1.9639,1.9734,1.9788,1.9683,5.4692,10.4179,3.306,3.6211,3.4908,0.0747,0.0112,0.0301,0.0071,0.0161,0.0102,3.5032,4.7119,1.4712,1.6863,1.5544,0.3897,0.0718,0.0924,0.0658,0.1003,0.0594,14.5
MPYTPA,47.68,134.08,1.68,4.75,12.73,19.7,12.1,6.8,573.23,-2.9504,-1.6828,1.83,3.02,1.82,0.3015,-0.4622,-0.6245,-0.5684,1.6004,2.7877,2.0451,1.9971,28.7537,7.3398,8.5708,8.4673,0.8205,0.5713,0,3.2003,4.1871,1.5858,1.4083,1.1931,6.558,12.3871,4.1577,4.1758,4.0536,9.7534,1.8775,1.9684,1.9584,1.9861,1.9629,3.489,4.7587,1.5712,1.524,1.6635,0.3768,0.0929,0.0595,0.0758,0.0629,0.0857,3.5513,4.749,1.6113,1.6594,1.4783,0.2682,0.0234,0.067,0.0694,0.0351,0.0733,27.4
MUBKIE,92.03,193.28,1.59,12.84,9.64,31,21,13,719.15,-2.4791,-1.941,2.02,1.91,1.87,0.3794,-0.4417,-0.584,-0.6557,1.9521,2.7868,1.9227,2.0773,28.7705,7.374,8.4659,8.5296,0.773,0.3461,0.5381,3.205,4.162,1.4014,1.4682,1.2923,6.3783,12.4722,4.1781,4.143,4.1511,9.7701,1.9033,1.9689,1.9677,1.9649,1.9654,3.5136,4.7162,1.4955,1.6258,1.5949,0.3542,0.0707,0.0832,0.0567,0.0727,0.0708,3.5039,4.7291,1.505,1.5877,1.6363,0.4227,0.0828,0.0623,0.1067,0.0717,0.0992,18.1
MUDFAV,82.2,176.41,1.55,4.15,7.18,28.2,16.3,7.9,411.17,-2.4253,0.493,2.28,1.96,1.92,0.142,-0.4769,-0.7113,-0.5413,1.6793,2.7217,1.9141,2.4191,28.9313,7.3793,8.5578,7.8088,0.7285,0.241,0.6446,3.2209,4.1821,1.3291,1.5314,1.3216,6.551,12.5032,4.1745,4.1216,4.2071,9.8038,1.9647,1.9219,1.9633,1.9937,1.9603,3.5591,4.8136,1.6199,1.6135,1.5803,0.3386,0.0537,0.0852,0.0585,0.0754,0.0659,3.3089,4.1564,1.1041,1.5417,1.5107,0.076,0.0258,0.0117,0.0111,0.022,0.0054,24.3
MUDYEP,85.81,219.68,3.2,9.03,6.24,47.8,42.4,23.9,643.79,-2.4719,-2.2765,1.98,1.96,1.91,0.3592,-0.4175,-0.6473,-0.2807,2.3295,2.822,1.8886,2.7881,28.8907,7.3358,8.5355,7.2358,0.7342,0.5161,0.584,3.2277,4.117,1.3761,1.2578,1.483,6.3817,12.5209,4.2164,4.1781,4.1264,9.7382,1.8868,1.9266,1.9802,1.974,1.9706,3.5064,4.7185,1.5894,1.5229,1.6062,0.4224,0.0834,0.0857,0.103,0.0676,0.0827,3.1844,4.024,1.4812,1.3834,1.1594,0.0723,0.0084,0.0225,0.0174,0.0097,0.0144,10
MUDZOB,81.83,179.42,3.46,6.48,8.08,34.7,28.6,18.9,618.63,-2.4025,-1.3758,1.96,2.08,1.89,0.3248,-0.4668,-0.8535,-0.5481,1.8478,2.7491,1.8328,2.0586,28.8942,7.3386,8.5743,8.4103,0.7328,0.5589,0.3488,3.2087,4.1836,1.4372,1.209,1.5374,6.4463,12.4457,4.1821,4.1123,4.1513,9.7832,1.9289,1.9484,1.9656,1.9652,1.975,3.5521,4.847,1.6499,1.4664,1.7308,0.4543,0.1028,0.0695,0.1006,0.0915,0.0899,3.5359,4.63,1.415,1.6493,1.5657,0.3822,0.0742,0.0646,0.0946,0.0535,0.0953,16.1
MUFLAA,91.64,194.74,1.82,6,11.81,30.4,19.7,10.6,598.75,-2.871,-2.4291,1.99,1.9,1.86,0.4281,-0.405,-0.5818,-0.618,2.0841,2.8545,1.8946,2.1489,28.7042,7.3526,8.4746,8.4689,0.7916,0.3866,0.5218,3.2104,4.1197,1.3894,1.3834,1.3469,6.3559,12.4803,4.1805,4.1387,4.1611,9.7358,1.8845,1.9662,1.965,1.9722,1.9479,3.5137,4.706,1.4642,1.645,1.5968,0.3621,0.0805,0.0927,0.0445,0.0894,0.055,3.5033,4.7032,1.4586,1.5934,1.6512,0.4115,0.0845,0.0707,0.0877,0.0746,0.0941,17.1
MUGMIK,52.38,170.17,1.89,5.12,7.67,29,20.5,10.7,460.12,-2.9806,-1.1512,1.89,2.85,1.84,0.2279,-0.466,-0.2038,-0.6127,1.7321,2.8034,3.1341,2.0452,28.8633,7.3607,7.2657,8.4522,0.8368,0.6288,0,3.1993,4.1932,1.5159,1.4613,1.216,6.5719,12.4266,4.1798,4.1542,4.0926,9.7736,1.9107,1.9452,1.9615,1.9719,1.9843,3.1583,3.9606,1.3803,1.3613,1.219,0.0849,0.0105,0.0197,0.0183,0.0137,0.0228,3.5595,4.7569,1.6443,1.6198,1.4927,0.2962,0.0274,0.0801,0.0742,0.0386,0.076,25.7
MUGNEH,95.4,192.39,2.33,5.69,9.66,32.9,22,12.5,519.37,-2.0116,-0.101,1.98,2.08,1.95,0.2863,-0.4729,-0.9072,-0.7801,1.7973,2.7239,1.7758,1.8402,28.9389,7.4132,8.5293,8.6779,0.7219,0.5742,0.3842,3.2269,4.1713,1.4063,1.4421,1.3229,6.4298,12.4745,4.1443,4.192,4.1382,9.8095,1.9027,1.9486,1.9823,1.9907,1.9852,3.5772,4.9323,1.759,1.6306,1.5428,0.3977,0.0554,0.0851,0.0988,0.0479,0.1105,3.5353,4.8023,1.5345,1.6208,1.647,0.4426,0.1054,0.0908,0.0707,0.1005,0.0752,25.3
MUGNOR,95.89,193.83,2.28,11.1,9.94,32.5,22.4,13.7,690.18,-2.0466,-0.7858,2.06,1.97,1.94,0.2825,-0.4728,-0.7758,-0.9086,1.8431,2.7312,1.8288,1.8001,28.9525,7.4144,8.6564,8.5275,0.7259,0.3986,0.5868,3.2266,4.1712,1.516,1.2922,1.3631,6.4265,12.4842,4.2017,4.1576,4.1249,9.8068,1.9234,1.9828,1.9769,1.9522,1.9715,3.5344,4.7946,1.547,1.556,1.6915,0.4468,0.0974,0.0819,0.0991,0.0961,0.0723,3.5777,4.9325,1.41,1.7582,1.7642,0.3984,0.1233,0.0928,0.0319,0.1176,0.0328,19.3
MUGQOW,89.85,233.89,2.34,10.87,7.39,42.8,31,18.7,718.17,-2.6922,-2.1347,1.94,2.03,1.93,0.3271,-0.4421,-0.5554,-0.1164,2.1178,2.7695,2.0802,2.9697,28.9343,7.3544,8.4635,7.1228,0.7548,0.4661,0.515,3.2266,4.1443,1.5022,1.2801,1.362,6.3823,12.4901,4.2113,4.1898,4.0889,9.8006,1.9081,1.9538,1.9659,2.0008,1.972,3.4993,4.6518,1.4617,1.6147,1.5754,0.4043,0.0748,0.0726,0.0827,0.0875,0.0866,3.1793,3.8366,1.34,1.3643,1.1323,0.1005,0.0157,0.0196,0.0282,0.0186,0.0185,13.3
MUJFIG,75.86,169.89,1.72,6,5.7,32,22.7,12.5,491.34,-2.9017,-1.9613,1.98,2.24,1.85,0.345,-0.4451,-0.6815,-0.3594,1.6971,2.7928,2.0813,2.8895,28.6875,7.3676,8.526,7.6855,0.8031,0.4349,0.1726,3.1963,4.1744,1.3634,1.5104,1.3006,6.4274,12.425,4.1913,4.1345,4.0992,9.8027,1.9229,1.9595,1.9842,1.9494,1.9867,3.5068,4.7411,1.5317,1.552,1.6574,0.4336,0.087,0.0562,0.125,0.0706,0.0948,3.2045,4.0926,1.4604,1.2351,1.3971,0.0623,0.006,0.0114,0.0219,0.0124,0.0106,12.1
MULHEH,94.04,196.83,2.94,7.53,6.99,35.8,27.5,15.6,558.91,-2.7541,-2.1479,1.92,1.97,1.86,0.4245,-0.4059,-0.6513,-0.7168,2.1411,2.8081,2.0271,1.9241,28.7656,7.3378,8.5204,8.6267,0.734,0.5699,0.5046,3.2043,4.1267,1.2975,1.5371,1.2921,6.3538,12.4838,4.1438,4.1748,4.1652,9.7378,1.9504,1.9343,1.945,1.9583,1.9498,3.5129,4.6964,1.5605,1.5137,1.6221,0.442,0.1001,0.0476,0.1189,0.0603,0.1151,3.5212,4.7929,1.5826,1.5617,1.6486,0.4026,0.0815,0.0764,0.0691,0.0874,0.0882,20.5
MULMIR,84.03,191.51,1.55,7.9,8.53,33.7,24.7,17.4,598.38,-2.6156,-1.1863,2.04,1.95,1.89,0.3801,-0.4589,-0.561,-0.7024,1.8715,2.7635,1.9591,2.0341,28.8282,7.3789,8.5011,8.5272,0.7939,0.3383,0.5154,3.2146,4.1704,1.5506,1.4304,1.1894,6.4101,12.4284,4.1857,4.1739,4.0689,9.7814,1.8994,1.9776,1.9779,1.9865,1.94,3.5091,4.649,1.4642,1.5697,1.6152,0.4028,0.07,0.0693,0.1035,0.0742,0.0858,3.5101,4.7835,1.5504,1.6095,1.6237,0.4088,0.098,0.065,0.0846,0.0746,0.0865,17.3
MUMNOZ,82.9,233.63,1.55,8.48,6.03,44.6,35.1,20.2,568.44,-4.0489,-1.894,2.04,1.99,1.99,0.3739,-0.3207,0.1876,-0.594,1.8101,2.9479,3.0321,1.9696,28.725,7.4521,7.0648,8.4763,0.5173,0.4918,0.456,3.1841,4.0554,1.2674,1.2699,1.5181,6.3514,12.4265,4.0585,4.1505,4.2175,9.8482,1.9861,1.9832,1.9675,1.9534,1.958,3.1425,3.5306,1.217,1.1239,1.1898,0.1393,0.0212,0.0214,0.0343,0.0216,0.0408,3.5118,4.7257,1.5748,1.5887,1.5622,0.3565,0.0461,0.0559,0.0932,0.048,0.1133,57.6
MUNHUZ,77.6,173.87,1.6,7.85,8.19,33.2,22.3,13.5,551.88,-2.672,-1.0788,2.48,1.9,1.88,0.3077,-0.4679,-0.4762,-0.815,1.7284,2.7657,2.0151,1.8547,28.9478,7.3613,8.4418,8.5464,0.7755,0.1061,0.6925,3.2143,4.1787,1.4308,1.3675,1.3804,6.5047,12.4118,4.1017,4.2096,4.1004,9.7758,1.9305,1.9763,1.9663,1.971,1.9316,3.5279,4.6307,1.5053,1.4949,1.6305,0.3176,0.0714,0.0576,0.0626,0.0494,0.0766,3.545,4.8737,1.4941,1.6964,1.6833,0.3963,0.082,0.086,0.0694,0.1029,0.056,23.4
MUQXIH,91.39,197.9,1.55,7.56,9.18,31.7,22.1,14.6,581.93,-3.5187,-3.1678,1.89,1.91,1.84,0.5317,-0.3126,-0.6394,-0.649,2.308,2.9584,2.0164,2.0847,28.6208,7.2656,8.4774,8.5303,0.7924,0.5762,0.4972,3.214,4.0226,1.2553,1.3971,1.3702,6.3167,12.4836,4.1142,4.2105,4.1589,9.668,1.9762,1.9019,1.9374,1.9502,1.9023,3.5069,4.6915,1.4983,1.4429,1.7503,0.441,0.1031,0.0755,0.0773,0.1057,0.0795,3.5034,4.7486,1.5438,1.5659,1.6389,0.397,0.0883,0.0849,0.0776,0.0781,0.068,23.2
MURDOS,82.56,216.12,1.65,5.26,10,36.4,24.3,12.7,528.33,-2.7042,-2.2033,2.01,2.04,1.88,0.2638,-0.4475,-0.5231,-0.185,1.8751,2.7783,2.097,2.9502,28.8654,7.3671,8.4712,7.2776,0.7823,0.3868,0.4435,3.2128,4.1606,1.24,1.2946,1.6261,6.4222,12.5007,4.1554,4.2117,4.1336,9.8133,1.942,1.9585,1.9634,1.9865,1.963,3.5076,4.6433,1.5586,1.5406,1.5441,0.3722,0.077,0.068,0.0755,0.0664,0.0854,3.1526,3.9534,1.2585,1.3711,1.3238,0.0789,0.0188,0.0178,0.012,0.0135,0.0168,18.3
MUSBIN,46.16,130.74,1.64,6.88,10.66,19.9,14.8,9.9,567.06,-2.951,-1.1528,3.08,1.86,1.84,0.2953,-0.4672,-0.5316,-0.6136,1.5562,2.7738,2.0105,2.0354,28.7791,7.3453,8.4487,8.5453,0.8166,0,0.5608,3.2039,4.1888,1.4005,1.3204,1.4679,6.565,12.3735,4.1326,4.1505,4.0903,9.7663,1.8906,1.963,1.9616,1.99,1.961,3.5485,4.734,1.5312,1.7071,1.4957,0.2491,0.0409,0.0665,0.0521,0.0401,0.0494,3.4858,4.7524,1.6567,1.4405,1.6552,0.3754,0.1032,0.0361,0.0928,0.0533,0.09,26.7
MUSNET,79.04,192.9,2.25,8.16,8.35,42.7,33.6,19.7,646.84,-2.5046,-0.6527,1.9,2.49,1.89,0.2795,-0.4689,-0.8884,-0.2082,1.7691,2.7223,1.8599,2.7006,28.9256,7.3337,8.492,7.0545,0.7232,0.6821,0.1005,3.2178,4.1762,1.2709,1.3154,1.5899,6.4983,12.4281,4.1064,4.1255,4.1963,9.794,1.9607,1.9124,1.9465,1.9812,1.9932,3.5461,4.8947,1.6105,1.5582,1.726,0.4476,0.1079,0.0773,0.0903,0.0806,0.0915,3.1381,3.9682,1.2153,1.559,1.1939,0.1019,0.0178,0.0287,0.0158,0.0233,0.0162,18.5
MUTWOP,49.73,139.98,1.8,8.01,13.6,20.5,14.1,9.8,662.3,-2.9879,-2.3925,2.93,1.83,1.81,0.3156,-0.4566,-0.6696,-0.6033,1.6245,2.7985,1.9279,2.1388,28.7452,7.3324,8.5095,8.5789,0.8293,0,0.5592,3.1957,4.1859,1.5512,1.3323,1.3024,6.5433,12.3903,4.1564,4.1601,4.0738,9.7508,1.8813,1.9657,1.959,1.9837,1.9611,3.5553,4.7253,1.6244,1.5352,1.5657,0.389,0.0593,0.0954,0.0776,0.055,0.1017,3.4804,4.7386,1.5372,1.7002,1.5013,0.3843,0.0765,0.0833,0.0812,0.0719,0.0714,29.2
MUVGEQ,57.44,153.32,1.66,5.11,7.89,26.2,17,10,472.49,-3.0804,-1.8393,2.61,1.88,1.84,0.249,-0.4587,-0.65,-0.1642,1.8002,2.8132,2.0332,3.2259,28.8791,7.349,8.4941,7.1916,0.8421,0,0.6487,3.1995,4.1857,1.5014,1.4776,1.2066,6.5497,12.4403,4.1887,4.1834,4.0682,9.761,1.8839,1.9678,1.9713,1.9659,1.972,3.5656,4.7791,1.525,1.5677,1.6863,0.3053,0.0598,0.0661,0.0544,0.0657,0.0593,3.1496,3.9277,1.3465,1.359,1.2222,0.0869,0.0116,0.0187,0.0169,0.0184,0.0213,26.8
MUVNAS,95.06,195.73,2.29,8.47,7.29,40,30.4,21,677.9,-2.1131,-0.8721,1.99,2.05,1.94,0.3123,-0.4678,-0.7159,-0.7483,1.8697,2.7444,2.0175,1.968,28.929,7.3578,8.5302,8.4979,0.707,0.487,0.4335,3.2171,4.1767,1.5331,1.2574,1.3863,6.3883,12.4745,4.1324,4.1901,4.1521,9.8248,1.9652,1.9238,1.9654,1.9833,1.9872,3.5172,4.7761,1.5067,1.5588,1.7105,0.4226,0.0944,0.0847,0.0863,0.0827,0.0744,3.5257,4.8207,1.5545,1.5853,1.6809,0.4019,0.0827,0.0683,0.0581,0.1002,0.0927,18.3
MUXBIR,76.21,169.98,1.55,8.66,11.01,32.4,22.6,14.8,696.12,-2.6982,-1.0285,2.59,1.89,1.87,0.3038,-0.466,-0.4788,-0.8186,1.733,2.7619,2.0297,1.8744,28.9506,7.3444,8.4395,8.5389,0.7685,0,0.7148,3.2116,4.1794,1.4835,1.3177,1.3782,6.5151,12.4096,4.1646,4.1656,4.0794,9.7715,1.8541,1.9871,1.9852,1.9901,1.9549,3.5275,4.6373,1.5235,1.5034,1.6104,0.3139,0.0732,0.0534,0.0615,0.0506,0.0752,3.5419,4.8778,1.6829,1.6916,1.5032,0.399,0.0766,0.0867,0.0948,0.0676,0.0733,25.9
MUYSEF,48.26,135.09,1.68,6.35,11.5,20.3,13.8,9.9,597.41,-2.9866,-1.7898,1.83,2.98,1.82,0.3108,-0.4576,-0.6262,-0.604,1.5994,2.7994,2.1358,1.9404,28.736,7.3259,8.5804,8.5564,0.8221,0.5448,0,3.1964,4.1861,1.5761,1.4145,1.1955,6.5473,12.3884,4.1684,4.1672,4.0529,9.7535,1.8749,1.9658,1.9623,1.9828,1.9676,3.4787,4.7463,1.5859,1.5054,1.655,0.4012,0.0933,0.0674,0.084,0.0668,0.0897,3.5509,4.7492,1.6166,1.6608,1.4718,0.3039,0.0424,0.0728,0.0712,0.0363,0.0811,25.6
MUZHIA,100.17,248.04,2.31,9.64,7.77,43.1,31.1,20.6,705.82,-3.2921,-2.2478,1.87,2.01,1.93,0.3018,-0.4124,-0.7037,-0.0822,1.9264,2.7056,2.0869,3.0079,28.7583,7.3942,8.5685,7.0065,0.5725,0.6275,0.4142,3.2473,4.0822,1.334,1.3418,1.4064,6.3796,12.5004,4.0921,4.203,4.2053,9.8183,1.9624,1.9284,1.9783,1.9594,1.9899,3.5011,4.7861,1.5643,1.5363,1.6855,0.4165,0.0836,0.0694,0.0987,0.0718,0.093,3.1639,3.7986,1.3033,1.3713,1.124,0.1197,0.0175,0.0201,0.0257,0.0242,0.0322,13.4
MUZXIQ,63.19,157.02,2.29,4.64,17.2,24.1,14.1,8.5,698.66,-2.9308,-2.1536,2.06,2.11,1.82,0.3231,-0.4378,-0.5969,-0.5901,1.8228,2.8036,1.9558,1.9464,28.8872,7.3721,8.534,8.5314,0.8243,0.4552,0.4024,3.1937,4.1665,1.5586,1.4176,1.1903,6.461,12.4309,4.1528,4.1688,4.1094,9.7849,1.8896,1.9807,1.9778,1.9631,1.9737,3.538,4.7156,1.554,1.5217,1.64,0.3433,0.0604,0.0698,0.0813,0.0538,0.0779,3.5424,4.7137,1.5877,1.6275,1.4985,0.334,0.0466,0.0748,0.079,0.0499,0.0837,17.8
MXURID01,89.07,167.25,1.88,6.53,8.32,25.2,21.4,14.7,587.91,-2.8367,-1.5441,3.83,1.86,1.84,0.2791,-0.4648,-0.5898,-0.8431,1.6099,2.7848,2.0383,2.0287,28.8016,7.3416,8.5212,8.633,0.8183,0,0.5902,3.2026,4.1878,1.461,1.1796,1.5472,6.5668,12.3867,4.159,4.0335,4.1942,9.7674,1.9861,1.8504,1.9824,1.9998,1.9486,3.5492,4.7453,1.476,1.6277,1.6416,0.2953,0.0755,0.0704,0.0382,0.0882,0.023,3.5142,4.8666,1.6332,1.5242,1.7092,0.4624,0.1088,0.1078,0.0805,0.0713,0.0939,28.8
MXZTCE10,97.27,195.17,1.55,5.8,7.69,31.6,22.2,14.1,513.71,-3.2058,-2.5796,1.96,2.08,1.84,0.4614,-0.4013,-0.5846,-0.5832,2.0036,2.8632,2.1157,2.0047,28.7316,7.3529,8.4957,8.4589,0.8442,0.4809,0.3603,3.2076,4.1184,1.2757,1.2961,1.5465,6.3583,12.4299,4.0864,4.1583,4.1851,9.7505,1.8983,1.9684,1.9589,1.9581,1.9668,3.5124,4.7132,1.5795,1.5417,1.592,0.359,0.0629,0.0858,0.0681,0.073,0.0692,3.5351,4.6843,1.5035,1.7084,1.4724,0.3638,0.0617,0.0847,0.0523,0.0906,0.0744,17.6
NACVAL,70.11,185.39,2.63,5.26,6.55,39.6,35,17.1,529.85,-2.9126,0.0036,1.9,3.47,1.87,0.2232,-0.4744,-0.2418,-0.659,1.7396,2.7867,2.7625,2.0533,28.9173,7.3527,7.2375,8.4905,0.8058,0.7022,0,3.2076,4.1943,1.4276,1.513,1.2537,6.5793,12.4148,4.1888,4.1108,4.1152,9.7828,1.9697,1.8864,1.9813,1.9713,1.9741,3.1588,4.0043,1.3533,1.4095,1.2415,0.0787,0.0106,0.0197,0.0146,0.0155,0.0184,3.5493,4.7639,1.5706,1.6982,1.4952,0.3457,0.0433,0.068,0.0839,0.0527,0.0978,24.1
