Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
BAXSIC,84.4,184.23,1.52,6.55,5.66,36.2,25,11.9,434.38,-2.0106,0.8173,2.14,1.89,1.87,0.2934,-0.2369,-0.5808,-0.8541,1.864,2.9048,1.957,1.885,29.0203,7.2651,8.4171,8.5495,0.665,0.3448,0.7273,3.1622,3.9892,1.2805,1.4151,1.2935,6.4678,12.4726,4.1259,4.2082,4.1385,9.7662,1.9242,1.9629,1.9527,1.9714,1.955,3.5259,4.6978,1.5162,1.5997,1.5819,0.357,0.0958,0.0793,0.0534,0.0775,0.051,3.5484,4.8973,1.4396,1.7053,1.7524,0.4084,0.0987,0.103,0.0508,0.1106,0.0453,30.5
BAXZOQ,84.14,195.16,1.52,8.59,4.95,41.3,31.9,19.3,560.64,-3.6115,-2.1845,1.87,2.32,1.86,0.4677,-0.2449,-0.5511,-0.4722,2.0101,2.9681,2.0646,2.0284,28.8524,7.2457,8.406,8.4225,0.6981,0.6167,0.1834,3.1614,4.0016,1.2463,1.3597,1.3956,6.3788,12.3928,4.0581,4.1829,4.1518,9.7607,1.9742,1.9675,1.9123,1.9207,1.986,3.495,4.6865,1.4506,1.6139,1.6221,0.3696,0.0908,0.0757,0.0659,0.0967,0.0404,3.524,4.6164,1.466,1.5468,1.6037,0.3318,0.0681,0.0857,0.043,0.0905,0.0446,26.8
BAYXIJ,79.42,243.37,2.25,9.03,6.23,44.6,31.1,16.4,563.41,-3.9945,-3.0859,2.07,2.06,1.94,0.5194,-0.2181,-0.0976,-0.4866,2.338,2.9476,2.9565,2.0403,28.728,7.2299,7.1864,8.4407,0.6427,0.3755,0.324,3.1697,3.9711,1.4236,1.3722,1.1753,6.2974,12.4624,4.1448,4.2235,4.0941,9.7208,1.8853,1.9493,1.9718,1.9571,1.9573,3.1275,3.8904,1.3462,1.3508,1.1933,0.0797,0.0072,0.0181,0.0241,0.0101,0.0203,3.5035,4.6063,1.5024,1.5488,1.5551,0.3768,0.0755,0.0686,0.0831,0.058,0.0916,35.9
BAZHAO,94.49,197.07,1.7,9.72,11.37,32.5,23.2,15.4,735.12,-2.9004,-2.0509,1.94,1.95,1.92,0.4208,-0.2466,-0.6226,-0.68,1.8664,2.9034,2.0624,2.0409,28.7091,7.2903,8.5246,8.5577,0.6056,0.4607,0.4944,3.1691,3.9959,1.3034,1.4152,1.2773,6.3416,12.4484,4.101,4.1965,4.1509,9.7892,1.9396,1.9389,1.9535,1.9583,1.9989,3.5045,4.695,1.4875,1.5362,1.6713,0.4232,0.0932,0.0671,0.085,0.0863,0.0915,3.5147,4.7693,1.5611,1.5732,1.6351,0.396,0.0811,0.0774,0.084,0.0724,0.0811,17.9
BCYSTM,76.47,194.27,2.64,7.46,10.81,38.2,30.7,21.1,683.52,-3.3448,-1.03,2.35,1.92,1.89,0.3077,-0.2583,-0.6122,-0.1617,1.701,2.9741,2.0637,2.9385,28.8758,7.2734,8.4575,7.3804,0.6755,0.1832,0.6459,3.1637,4.0129,1.2633,1.3666,1.383,6.4765,12.4163,4.0933,4.1345,4.1885,9.7995,1.9745,1.9355,1.9466,1.9789,1.964,3.5444,4.7157,1.5132,1.6972,1.5053,0.352,0.084,0.0657,0.0564,0.089,0.0569,3.1285,3.9565,1.3939,1.308,1.2547,0.0767,0.0129,0.013,0.014,0.0101,0.0266,22.2
BEBJEZ,83.77,220.64,1.94,12.79,8.53,38.2,28.3,16.5,784.42,-3.3857,-1.9777,2.03,1.99,1.91,0.207,-0.2691,-0.0906,-0.2424,1.9245,2.93,3.0317,2.8722,28.8406,7.3048,7.0059,7.1875,0.6469,0.4229,0.5225,3.1699,4.0178,1.4282,1.2861,1.3035,6.4433,12.5197,4.1439,4.1995,4.1763,9.8301,1.9552,1.9298,1.9594,1.9942,1.9914,3.193,3.7702,1.3377,1.2677,1.1649,0.1274,0.0187,0.0222,0.0323,0.0272,0.0269,3.1724,3.9919,1.4049,1.1964,1.3906,0.0782,0.0199,0.0078,0.0221,0.0107,0.0177,19.8
BEBKAV,84.25,229.55,2.77,6.8,6.89,49.8,35.8,20,574.73,-3.0258,-1.4861,2.03,2.08,1.96,0.4059,-0.2406,-0.6723,-0.1391,1.9439,2.924,1.9462,2.8776,28.841,7.252,8.5253,7.1662,0.6211,0.44,0.458,3.1723,3.9883,1.3628,1.4074,1.2181,6.3402,12.4396,4.1694,4.1495,4.1206,9.8144,1.9758,1.9384,1.9815,1.9787,1.94,3.5234,4.7436,1.5788,1.5257,1.639,0.4054,0.0798,0.0456,0.1215,0.0484,0.1101,3.177,3.8776,1.2612,1.1733,1.4431,0.0845,0.0146,0.0082,0.0327,0.01,0.0191,10.5
BECVAI,62.51,177.42,2.1,8.9,7.38,25,21.6,18.8,647.39,-3.1468,-0.9882,2.08,2.11,1.87,0.3838,-0.258,-0.6042,-0.577,1.6398,2.921,1.8751,1.9519,28.8403,7.3281,8.5141,8.5104,0.6758,0.4269,0.4043,3.1604,4.0134,1.2267,1.3602,1.4266,6.4401,12.3591,4.1025,4.1513,4.1053,9.817,1.9007,1.9886,1.9891,1.9749,1.9637,3.5278,4.6982,1.5926,1.5161,1.5896,0.3782,0.0659,0.073,0.0954,0.0577,0.0862,3.5332,4.7148,1.5544,1.6347,1.5256,0.3291,0.0542,0.0787,0.076,0.0475,0.0726,23.4
BECXEO,75.24,226.4,1.89,6.64,6.72,39.3,28.1,15.9,530.26,-3.696,-2.7227,1.98,2.3,1.89,0.4474,-0.2374,-0.0463,-0.4892,1.9201,2.9865,3.1652,2.0506,28.7276,7.2429,7.0887,8.4414,0.6799,0.5099,0.2047,3.161,3.995,1.3389,1.2195,1.4366,6.3405,12.4143,4.1191,4.1961,4.0991,9.7978,1.8909,1.9804,1.9939,1.9535,1.9791,3.1298,3.8244,1.2206,1.4046,1.1992,0.0921,0.0143,0.0168,0.0261,0.0123,0.0226,3.5246,4.6234,1.4671,1.5373,1.619,0.3412,0.0571,0.0546,0.0863,0.0469,0.0962,24.8
BECXOY,63.47,157.97,1.92,8.53,8.87,26.5,17.7,11,549.54,-2.8375,-0.7839,2.07,2.07,1.86,0.3693,-0.258,-0.5909,-0.5741,1.7327,2.9107,1.9298,1.9762,28.9089,7.3208,8.5244,8.5159,0.6663,0.4696,0.4876,3.1615,4.0118,1.2671,1.3352,1.4095,6.4403,12.3732,4.0778,4.1917,4.1037,9.8172,1.9131,1.9914,1.9999,1.9773,1.9354,3.5291,4.72,1.608,1.5662,1.5457,0.3419,0.0558,0.0675,0.0877,0.052,0.0788,3.5311,4.7207,1.5226,1.6155,1.5826,0.3223,0.0607,0.0687,0.0719,0.0484,0.0726,25.8
BEFSOW,92.05,193.22,3.1,6.68,11.09,40.9,33,20.2,665.86,-3.3373,-0.9776,2.02,1.96,1.91,0.4282,-0.2435,-0.5323,-0.7243,1.8444,2.9357,2.0069,1.898,28.798,7.2956,8.5022,8.5022,0.6565,0.4069,0.5439,3.1651,3.9965,1.3799,1.4007,1.2159,6.3564,12.4195,4.1826,4.141,4.0958,9.7959,1.9284,1.9738,1.9614,1.9534,1.979,3.4999,4.6355,1.5729,1.502,1.5606,0.3969,0.0696,0.0875,0.0945,0.0593,0.0861,3.5035,4.7753,1.6174,1.5999,1.558,0.4455,0.1073,0.0855,0.0959,0.0717,0.0851,17.5
BEGPIO,62.29,154.96,2.62,7.97,9.14,24.2,17.7,13.6,638.79,-3.2374,-1.1915,2.17,2.04,1.86,0.3856,-0.2587,-0.564,-0.5908,1.6203,2.9276,1.9408,1.9231,28.8399,7.3204,8.5071,8.5459,0.6857,0.3312,0.4787,3.16,4.0146,1.2463,1.3958,1.3725,6.4441,12.3558,4.111,4.1614,4.0834,9.8145,1.917,1.9763,1.9603,1.9791,1.9818,3.5375,4.7048,1.6206,1.4746,1.6096,0.3217,0.0722,0.0495,0.0717,0.0479,0.0803,3.529,4.7187,1.5294,1.6793,1.51,0.3431,0.0661,0.0734,0.0676,0.0578,0.0782,15.3
BEGQAG,84.52,187.71,2.01,10.03,9.93,29,19.6,14,673.84,-4.6052,-4.1519,1.93,1.94,1.83,0.5721,-0.2161,-0.5542,-0.5717,2.2465,3.0135,2.0928,2.099,28.6201,7.2721,8.4705,8.5134,0.7533,0.5564,0.5437,3.1696,3.9648,1.245,1.302,1.4178,6.3144,12.4431,4.1134,4.1826,4.1472,9.6704,1.9666,1.9437,1.8805,1.985,1.8946,3.5204,4.6527,1.4815,1.5418,1.6294,0.3811,0.0861,0.0752,0.0624,0.0892,0.0682,3.5158,4.6512,1.4757,1.4877,1.6878,0.4046,0.0841,0.0721,0.0944,0.0647,0.0892,15.4
BEGVOZ,96.08,216.26,1.69,4.58,7.87,34.3,20.4,10.9,445.81,-3.2792,-2.2111,1.88,1.99,1.92,0.3084,-0.2387,-0.6446,0.1291,1.9762,2.9933,2.0557,3.227,28.7591,7.2728,8.3999,7.0619,0.634,0.5452,0.4659,3.1674,3.9891,1.3408,1.2441,1.4042,6.3853,12.5152,4.2222,4.2004,4.0926,9.7911,1.9597,1.9286,1.9515,1.9752,1.9762,3.5529,4.6398,1.6158,1.5187,1.5053,0.4519,0.1332,0.0699,0.0646,0.1163,0.068,3.1342,3.6089,1.0211,1.3278,1.26,0.1278,0.0466,0.0296,0.0101,0.0311,0.0103,40.1
BEHZOD,94.18,192.33,1.9,6.46,9.6,31.6,21.4,14.4,555.57,-3.9527,-2.5068,2.23,1.85,1.93,0.4772,-0.2166,-0.4789,-0.5147,2.2369,2.9793,2.1218,2.2795,28.8282,7.1642,8.3804,8.4564,0.5475,0.2588,0.5947,3.1651,3.969,1.3174,1.3721,1.2795,6.2616,12.4682,4.1521,4.1232,4.1929,9.793,1.9746,1.9712,1.9436,1.9534,1.9502,3.5287,4.608,1.5179,1.6664,1.4237,0.3422,0.0903,0.0626,0.0562,0.0824,0.0506,3.475,4.636,1.4431,1.4882,1.7047,0.4037,0.0878,0.0889,0.0805,0.0834,0.0631,1.5
BEJLUX,85.68,182.43,2.75,7.5,12.72,28.4,20.5,16,686.17,-3.7252,-2.8639,1.84,2.3,1.94,0.4721,-0.2125,-0.5258,-0.5158,2.25,2.9648,2.2489,2.0726,28.8522,7.172,8.5436,8.4608,0.5109,0.6221,0.2381,3.1689,3.9606,1.2271,1.4003,1.3332,6.2609,12.4618,4.1731,4.1751,4.1136,9.8052,1.9378,1.9873,1.9597,1.9457,1.9748,3.4836,4.6586,1.4902,1.6704,1.498,0.3836,0.0614,0.075,0.083,0.0774,0.0869,3.5466,4.6577,1.5013,1.505,1.6515,0.3115,0.0663,0.0421,0.0705,0.0533,0.0791,1
BEJTAL,93.25,188.7,2.63,5.53,8.93,37.4,30.7,18.7,567.87,-3.1011,-1.1747,2.22,1.92,1.89,0.3937,-0.2465,-0.6283,-0.8985,1.6679,2.9319,2.0289,1.7901,28.7864,7.2759,8.5305,8.5523,0.6587,0.2234,0.5769,3.1632,4.0008,1.3319,1.4092,1.2597,6.4191,12.3996,4.1437,4.1191,4.1368,9.7875,1.9692,1.8926,1.9814,1.9676,1.9767,3.5345,4.7211,1.5085,1.4992,1.7133,0.3727,0.0833,0.0792,0.0542,0.0908,0.0652,3.5348,4.838,1.6768,1.6686,1.4925,0.5258,0.0768,0.134,0.1035,0.0996,0.112,43.1
BEKLIP,84.32,181.32,1.52,7.75,6.04,32.3,23.7,15.1,514.78,-4.2844,-3.1592,2.09,1.98,1.88,0.5018,-0.2187,-0.5628,-0.5159,1.9232,3.0596,2.0464,2.0964,28.7648,7.2121,8.4585,8.4717,0.7248,0.3551,0.467,3.1645,3.9725,1.3763,1.3063,1.29,6.3227,12.3886,4.1834,4.1085,4.0967,9.7868,1.98,1.9235,1.9854,1.9393,1.9587,3.5146,4.6568,1.5371,1.5276,1.5922,0.3914,0.0711,0.0596,0.1072,0.0505,0.103,3.5032,4.666,1.5045,1.5567,1.6049,0.3467,0.0567,0.0628,0.0903,0.0556,0.0813,11.9
BEKVIW,91.06,191.26,2.24,9.02,8.49,34.7,25.4,14.4,577.97,-3.2282,-1.2781,1.92,2.07,1.92,0.3994,-0.2439,-0.7133,-0.6281,1.7765,2.9374,1.9577,1.9993,28.8113,7.2762,8.5629,8.4949,0.6418,0.5854,0.3252,3.1653,3.9968,1.3072,1.4097,1.2799,6.3762,12.4223,4.1493,4.1563,4.1167,9.8021,1.9624,1.9128,1.9762,1.9824,1.9684,3.5077,4.8041,1.5496,1.5598,1.6946,0.4015,0.0855,0.0788,0.0817,0.0768,0.0787,3.524,4.7233,1.5449,1.4764,1.702,0.3808,0.0791,0.0887,0.0531,0.0942,0.0657,17.5
BELGEE10,84.18,184.9,2.13,7.54,8.97,31.4,24.1,18.1,657.53,-3.0326,-2.2524,1.97,1.97,1.89,0.4112,-0.2506,-0.8484,-0.562,1.8792,2.9161,1.7997,2.1595,28.7442,7.291,8.6039,8.4547,0.6238,0.4897,0.465,3.1658,4.0019,1.2679,1.4037,1.3303,6.3694,12.4405,4.1384,4.1607,4.1414,9.7789,1.9308,1.9585,1.9679,1.978,1.9437,3.5378,4.8361,1.6638,1.4788,1.6935,0.4745,0.1029,0.0736,0.1185,0.0851,0.0944,3.5176,4.6572,1.4597,1.6712,1.5263,0.3871,0.0687,0.0681,0.1017,0.053,0.0956,18.1
BELWAS,91.72,191.78,1.96,7.38,9.92,32.7,24.4,16.5,679.6,-3.0962,-0.6394,1.92,2.06,1.92,0.3995,-0.2484,-0.7106,-0.635,1.8048,2.9183,1.9857,2.0151,28.8123,7.2868,8.5541,8.5043,0.6313,0.5943,0.3461,3.1682,3.9987,1.3756,1.3975,1.2255,6.3784,12.421,4.1341,4.1601,4.1268,9.801,1.9556,1.9187,1.9703,1.986,1.9704,3.5076,4.8073,1.5663,1.5617,1.6793,0.3957,0.0812,0.0779,0.0839,0.0686,0.0842,3.525,4.7217,1.5496,1.4678,1.7043,0.3883,0.0891,0.075,0.0606,0.089,0.0746,18.9
BELWEW,88.93,188.52,3.48,6.78,11.49,32.7,24.8,18,721.68,-3.1401,-1.087,1.9,2.1,1.9,0.4052,-0.2496,-0.6849,-0.6279,1.8131,2.9084,1.962,2.0121,28.812,7.2881,8.5741,8.4765,0.6438,0.6234,0.3141,3.1657,4.0018,1.3589,1.4229,1.22,6.3872,12.4126,4.1741,4.1514,4.087,9.795,1.9455,1.9318,1.9769,1.9604,1.9804,3.5065,4.781,1.5848,1.5644,1.6318,0.3974,0.0832,0.068,0.0874,0.0688,0.09,3.5254,4.7143,1.5166,1.4603,1.7373,0.3882,0.0937,0.0752,0.0596,0.0856,0.0742,19.6
BENBUU,98,225.02,1.98,8.96,7.97,40,29.3,19,655.56,-2.7245,-1.3569,1.94,1.97,1.94,0.3055,-0.2438,-0.1784,-0.7112,1.96,2.8839,3.0311,2.0381,28.7901,7.2741,7.0551,8.5697,0.5847,0.53,0.5146,3.1707,3.9915,1.3047,1.4126,1.2742,6.3717,12.5089,4.1224,4.1992,4.1873,9.8139,1.9389,1.9379,1.9839,1.9697,1.9835,3.165,3.9246,1.3348,1.204,1.3858,0.0888,0.0191,0.0104,0.0278,0.0149,0.0165,3.5198,4.7832,1.5417,1.5846,1.657,0.4081,0.089,0.0609,0.0905,0.0734,0.0943,16.3
BENGEJ,94.29,226.71,1.7,10.38,7.81,48.6,41.2,23.5,675.28,-3.0626,-0.9372,1.91,2.06,1.92,0.4288,-0.2298,-0.8152,-0.503,1.9782,2.9508,1.8663,2.0299,28.8982,7.2045,8.5058,8.4109,0.654,0.6657,0.3573,3.1661,3.9828,1.4297,1.3612,1.1919,6.3727,12.4284,4.0719,4.2233,4.1331,9.7702,1.9648,1.9774,1.9493,1.9414,1.9374,3.5244,4.8363,1.5955,1.5937,1.6471,0.4545,0.0824,0.078,0.0833,0.1024,0.1085,3.5086,4.6223,1.5415,1.6661,1.4146,0.3721,0.0752,0.0731,0.0602,0.0824,0.0813,25.1
BENGOT,94.63,214.07,1.63,10.34,7.99,47.2,36.9,21,651.92,-3.0448,-1.0044,1.91,2.07,1.91,0.4288,-0.2322,-0.8344,-0.4979,2.0275,2.9227,1.8686,2.0288,28.8906,7.2194,8.5099,8.4037,0.6573,0.6503,0.3505,3.1641,3.9866,1.4081,1.3256,1.2529,6.3653,12.4336,4.0774,4.2192,4.1371,9.7723,1.962,1.9717,1.9348,1.9487,1.955,3.5301,4.8546,1.5666,1.611,1.677,0.4498,0.086,0.0822,0.0821,0.1065,0.0929,3.5096,4.6221,1.5492,1.6636,1.4093,0.3662,0.0748,0.0752,0.0594,0.0822,0.0746,24.9
BENHEK,80.77,193.87,1.85,7.15,8.62,30.9,22.6,16,575.96,-4.2611,-3.4816,1.92,2.1,1.86,0.4017,-0.2382,-0.5945,0.2225,1.9062,3.0492,2.212,3.314,28.7231,7.2753,8.5221,6.944,0.7127,0.5472,0.3623,3.1608,3.9946,1.4008,1.3932,1.2006,6.3861,12.4393,4.1115,4.178,4.1498,9.7729,1.9357,1.974,1.9599,1.9306,1.9728,3.5006,4.6786,1.4712,1.6677,1.5396,0.4153,0.0738,0.0797,0.1014,0.0627,0.0977,3.1241,3.5118,1.2446,1.0755,1.1917,0.1416,0.0304,0.0164,0.0393,0.0212,0.0343,12.1
BEPYAC,62.11,155.37,1.7,9.96,8.27,24.5,17.1,13.2,636.61,-3.2515,-1.4377,2.04,2.18,1.87,0.3833,-0.2595,-0.5866,-0.5599,1.6214,2.9239,1.9194,1.9399,28.8443,7.3262,8.5256,8.5107,0.6845,0.4798,0.3275,3.1606,4.0151,1.3834,1.4103,1.2214,6.4471,12.355,4.1294,4.1793,4.0462,9.8146,1.9103,1.9796,1.9775,1.9933,1.954,3.53,4.7186,1.6646,1.4845,1.5696,0.338,0.0824,0.0477,0.0648,0.0628,0.0804,3.541,4.7115,1.485,1.6913,1.5353,0.3074,0.0786,0.0646,0.0443,0.0742,0.0458,15.9
BEQWAY,79.58,217.41,1.92,8.2,7.3,43.1,31.7,18.8,590.01,-4.3383,-3.4352,2.06,2.05,1.89,0.2868,-0.2703,-0.1284,0.1929,2.0198,2.9931,3.1861,3.2143,28.8274,7.296,7.0751,7.045,0.7051,0.4311,0.4984,3.1694,4.0206,1.416,1.3013,1.3034,6.4108,12.4883,4.1261,4.1885,4.1737,9.8141,1.9545,1.9477,1.9581,1.9474,2.0064,3.1719,3.8626,1.2972,1.3837,1.1817,0.0939,0.0102,0.022,0.0327,0.0103,0.0187,3.1286,3.5408,1.1541,1.1904,1.1963,0.1377,0.0228,0.0213,0.0334,0.0203,0.0399,15
BEQXIE,81.87,201.98,1.71,5.62,7.62,35,25.1,14.6,487.91,-3.8621,-2.6272,2.02,2.05,1.9,0.2501,-0.2691,-0.1239,-0.1174,1.8473,2.9612,3.1629,3.1224,28.7644,7.315,7.1472,7.1224,0.6855,0.4576,0.3988,3.1691,4.0188,1.4124,1.3412,1.2652,6.4281,12.4976,4.1439,4.1881,4.1656,9.8243,1.9405,1.971,1.9653,1.9472,2.0004,3.1558,3.8753,1.2658,1.4031,1.2065,0.0927,0.0127,0.0201,0.0247,0.0142,0.021,3.1552,3.8692,1.296,1.2021,1.3711,0.093,0.0228,0.0105,0.0249,0.0122,0.0227,19.4
BERBOP01,79.52,205.81,1.81,5.25,5.89,40.2,30.6,13,466.19,-3.4206,-0.8776,2.26,1.95,1.91,0.302,-0.2576,-0.4818,-0.2477,1.7013,2.9513,2.0614,2.893,28.8399,7.2916,8.4342,7.386,0.6597,0.2194,0.5914,3.1668,4.009,1.3198,1.2654,1.4238,6.4535,12.4259,4.0984,4.2139,4.1137,9.8186,1.9374,1.9703,1.9707,1.9722,1.968,3.5188,4.6279,1.522,1.534,1.5718,0.3351,0.0756,0.0659,0.0614,0.0615,0.0708,3.1503,4.0221,1.2643,1.3447,1.4131,0.0753,0.0201,0.0147,0.0112,0.0141,0.0151,29.3
BERMUI,87.93,208.14,2.13,7.49,10,36.8,28.9,20.5,712.61,-3.8003,-3.4444,1.97,2,1.92,0.4157,-0.2431,-0.1534,-0.5515,2.09,2.9487,3.0253,2.0114,28.8023,7.2772,7.1303,8.5115,0.6777,0.5488,0.4129,3.1715,3.993,1.3816,1.3509,1.2605,6.3893,12.4473,4.1714,4.2027,4.0732,9.7477,1.9281,1.9533,1.9736,1.972,1.9206,3.1561,3.9138,1.2795,1.3828,1.2514,0.0835,0.0195,0.014,0.0255,0.0117,0.0128,3.4991,4.65,1.448,1.619,1.583,0.4024,0.076,0.0757,0.0943,0.073,0.0833,21.9
BERMYA,80.64,232.41,1.8,5.79,9.69,40.1,26.4,15.2,573.42,-3.6468,-3.0771,2.12,1.96,1.88,0.496,-0.2275,-0.6644,-0.028,2.2123,2.9873,2.0061,3.2046,28.7089,7.2294,8.5114,7.0991,0.6733,0.3988,0.5273,3.1588,3.9872,1.3596,1.2774,1.3503,6.3174,12.4522,4.1559,4.2009,4.0954,9.7344,1.8561,1.962,1.9921,1.9665,1.9577,3.5444,4.7463,1.5581,1.5495,1.6388,0.3737,0.0698,0.0614,0.0934,0.053,0.096,3.1228,3.8094,1.2186,1.3934,1.1974,0.0958,0.0145,0.018,0.0258,0.0129,0.0247,14.3
BERYED,62.45,155.43,3.15,5.79,9.2,25.5,20.6,16.8,602.13,-3.1757,-0.6823,2.12,2.07,1.86,0.3863,-0.2582,-0.5729,-0.5992,1.6544,2.9257,1.9466,1.884,28.8616,7.3283,8.5074,8.5377,0.6837,0.4127,0.4625,3.16,4.0139,1.2237,1.3547,1.4355,6.4389,12.3588,4.1038,4.1426,4.1124,9.816,1.9081,1.9806,1.9729,1.9731,1.9814,3.5334,4.699,1.5624,1.4998,1.6368,0.3406,0.0694,0.0645,0.0842,0.0423,0.0801,3.528,4.7104,1.5729,1.6442,1.4934,0.3608,0.0527,0.0789,0.085,0.0541,0.0901,12.8
BESGEL,102.77,205.71,1.66,6.58,8.37,31.8,20.7,13.1,522.48,-2.9973,-2.7811,1.96,1.93,1.94,0.4434,-0.2445,-0.6618,-0.5758,1.9863,2.8843,2.0682,2.1123,28.7244,7.2932,8.5498,8.5231,0.6004,0.5516,0.5458,3.1709,3.9926,1.3165,1.403,1.2731,6.3207,12.4597,4.1294,4.1935,4.1368,9.7762,1.9194,1.9393,1.9642,1.966,1.9873,3.5265,4.7519,1.5433,1.6134,1.5952,0.3833,0.0797,0.0788,0.0732,0.0738,0.0778,3.5133,4.6798,1.4857,1.6232,1.5709,0.3826,0.0872,0.0679,0.0735,0.0731,0.081,16.4
BESLIW,81.18,207.77,1.87,8.62,6.33,37.9,27.6,14.7,550.99,-3.7405,-2.0601,2.04,2.04,1.9,0.2273,-0.2712,-0.1586,-0.1537,1.865,2.9556,3.0924,3.217,28.8105,7.3106,7.0852,7.138,0.6739,0.4576,0.4305,3.1678,4.0217,1.4027,1.3241,1.2948,6.4351,12.5035,4.1343,4.1969,4.1722,9.8342,1.9408,1.9634,1.9662,1.9619,2.0018,3.1758,3.8947,1.2707,1.4112,1.2128,0.088,0.0118,0.0174,0.0243,0.0158,0.0187,3.1735,3.8859,1.3172,1.1984,1.3703,0.0943,0.0229,0.012,0.0264,0.0108,0.0222,17.5
BETCEI,62.64,155.55,2.11,6.45,6.94,24.2,17.2,12.7,513.89,-3.1647,-0.8719,2.1,2.09,1.86,0.385,-0.2581,-0.5714,-0.5641,1.6475,2.9238,1.9365,1.9554,28.8391,7.3261,8.5191,8.5139,0.6823,0.4003,0.4191,3.1602,4.0137,1.382,1.4331,1.1986,6.4381,12.3587,4.1527,4.1434,4.0626,9.8182,1.9293,1.951,1.9694,1.9813,1.9872,3.5322,4.7038,1.4895,1.6772,1.5371,0.3354,0.0911,0.0589,0.0524,0.0755,0.0576,3.5356,4.712,1.6691,1.4637,1.5792,0.3164,0.0879,0.0355,0.0623,0.0569,0.0739,14.7
BETYIK,62.67,155.59,1.85,6.47,9.87,24.1,15.5,9.9,528.55,-3.238,-1.5787,2.08,2.12,1.87,0.3905,-0.2585,-0.5882,-0.5744,1.6646,2.9201,1.9261,1.9643,28.835,7.3294,8.5464,8.525,0.6816,0.4324,0.4084,3.1607,4.0139,1.2514,1.335,1.4276,6.4359,12.357,4.1297,4.1173,4.11,9.8166,1.9098,1.9779,1.9765,1.9653,1.9871,3.5326,4.7085,1.5784,1.5069,1.6232,0.347,0.0649,0.0706,0.0848,0.053,0.0736,3.5341,4.7122,1.577,1.6342,1.5009,0.3281,0.0509,0.0788,0.0719,0.0498,0.0768,15.3
BEVTUU,63.09,156.76,2.27,11.61,16.34,24.1,14.1,9.1,897.77,-3.0975,-2.2538,2.07,2.1,1.86,0.3803,-0.2577,-0.5974,-0.5943,1.6746,2.916,1.9295,1.9316,28.8403,7.3248,8.5469,8.5417,0.6739,0.4442,0.4175,3.1601,4.0131,1.2378,1.3859,1.3894,6.4386,12.3657,4.0989,4.1594,4.1075,9.8153,1.9071,1.9825,1.9771,1.9737,1.9749,3.5346,4.7266,1.599,1.5039,1.6237,0.3362,0.0617,0.061,0.0866,0.0449,0.0819,3.5373,4.7253,1.5563,1.6588,1.5101,0.3317,0.0512,0.0741,0.0778,0.0476,0.0809,15.5
BEXHPA,86.72,214.56,2.85,9.03,9.05,41.4,35.6,26,715.11,-3.7508,-1.2923,2.25,1.98,1.89,0.3398,-0.2493,-0.6272,-0.1237,1.7595,2.9773,2.0678,3.2014,28.8315,7.3142,8.5374,6.9903,0.6892,0.3008,0.5268,3.1621,4.0041,1.3521,1.3155,1.3365,6.396,12.4182,4.0609,4.2172,4.14,9.846,1.9603,1.979,1.9517,1.9525,2.0026,3.5426,4.7258,1.5266,1.5272,1.672,0.3589,0.0738,0.0525,0.0759,0.0582,0.0985,3.1515,3.8772,1.3584,1.2998,1.2191,0.095,0.0161,0.0217,0.0175,0.0109,0.0289,16.2
