Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
OGOHUP,62.46,155.27,2.47,7.15,9.56,27.3,21,13.8,584.56,-3.1038,-0.5592,2.14,2.06,1.86,0.3843,-0.2583,-0.5816,-0.5684,1.665,2.9273,1.9563,1.9332,28.8802,7.3294,8.5182,8.5356,0.6792,0.4058,0.4981,3.1604,4.0136,1.2889,1.413,1.3117,6.4412,12.3591,4.1186,4.1688,4.0717,9.8155,1.9197,1.9728,1.9573,1.9853,1.9804,3.5332,4.7107,1.6403,1.469,1.6013,0.3376,0.0755,0.0484,0.074,0.0547,0.085,3.5283,4.6963,1.4961,1.6876,1.5126,0.3438,0.0735,0.0766,0.0709,0.0596,0.0632,14.8
OGOTIQ,95.52,194.66,3.17,5.93,10.45,34.3,25.5,17.7,639.2,-3.9625,-2.197,2.04,1.96,1.92,0.4916,-0.2194,-0.5746,-0.5443,1.9584,3.057,2.0615,2.1161,28.8039,7.1768,8.4955,8.484,0.6815,0.4267,0.5299,3.1625,3.9756,1.3217,1.3375,1.3164,6.2734,12.4154,4.2121,4.1081,4.0951,9.8196,1.9807,1.9881,1.9605,1.9178,1.9725,3.5073,4.6899,1.5273,1.5525,1.6102,0.3775,0.0615,0.0694,0.0885,0.0595,0.0985,3.4992,4.6662,1.5705,1.554,1.5418,0.3789,0.0706,0.0625,0.0978,0.0497,0.0983,0.6
OGOYOB,79.55,200.88,1.8,5.52,6.21,44.3,29.8,13.7,448.88,-4.3649,-3.3911,1.97,2.25,1.9,0.3771,-0.2234,-0.0877,-0.3305,2.3517,3.0226,3.0769,3.0557,28.8492,7.2021,6.8107,7.4424,0.6982,0.5025,0.2629,3.1662,3.9786,1.3413,1.3217,1.3156,6.3677,12.5054,4.203,4.1947,4.1077,9.7499,1.8574,1.9725,1.9902,1.9797,1.95,3.1905,3.7775,1.3019,1.2833,1.1923,0.1197,0.0173,0.0254,0.0286,0.0151,0.0333,3.2856,3.9817,1.277,1.3205,1.3842,0.0633,0.0017,0.0135,0.0105,0.0087,0.0289,12.9
OGOZOC,89.61,191.43,1.52,8.29,9.13,38.8,30.3,21,650.72,-3.0812,-0.98,2.17,1.89,1.9,0.3947,-0.2472,-0.4679,-0.808,1.8938,2.9302,2.0641,2.0382,28.8929,7.2582,8.3927,8.5212,0.6415,0.2618,0.7101,3.1665,3.9991,1.2337,1.3803,1.3851,6.418,12.4097,4.0434,4.2333,4.133,9.7776,1.9761,1.974,1.9572,1.9359,1.9345,3.5082,4.616,1.4734,1.7191,1.4234,0.3437,0.0788,0.0813,0.0454,0.0859,0.0523,3.5263,4.8576,1.5208,1.5633,1.7735,0.4241,0.0956,0.0844,0.0562,0.0934,0.0946,25.4
OGUNAI,89.27,194.23,2.61,7.43,7.39,43.2,34.6,22.7,599.65,-2.0974,-1.491,1.93,1.93,1.88,0.3704,-0.233,-0.8403,-0.8311,2.1576,2.9481,1.8831,1.7951,28.952,7.2514,8.5503,8.5204,0.6312,0.6615,0.5874,3.1605,3.9855,1.3929,1.372,1.2206,6.3613,12.5144,4.1888,4.1692,4.1563,9.7539,1.9152,1.9469,1.9719,1.9447,1.9752,3.5558,4.8542,1.7183,1.4647,1.6711,0.4304,0.0958,0.0743,0.1035,0.0584,0.0983,3.5561,4.784,1.5435,1.6426,1.5978,0.4911,0.0845,0.1068,0.097,0.1035,0.0992,30.6
OGUSAN,84.76,182.02,2.74,9.84,7.33,35,27.7,18.4,652.9,-3.7842,-2.5116,1.99,2.17,1.89,0.3579,-0.2571,-0.6226,-0.3592,1.5334,2.9682,2.1413,2.8804,28.6703,7.2886,8.5126,7.7317,0.6792,0.4003,0.2101,3.1634,4.0118,1.2842,1.3645,1.3632,6.3999,12.4058,4.1712,4.1656,4.0691,9.8363,1.9231,1.9891,1.9788,1.9857,1.9596,3.4945,4.6979,1.5043,1.5511,1.6425,0.4302,0.0978,0.0799,0.0827,0.0779,0.0919,3.1909,4.1076,1.5219,1.2605,1.3253,0.0607,0.005,0.0147,0.0168,0.0085,0.0158,7.3
OHADOQ,92.43,189.77,4.73,6.69,11.68,39.9,34.8,23.5,732.41,-3.5844,-1.8673,1.92,2.14,2,0.4546,-0.2286,-0.4862,-0.4701,2.1103,2.9126,2.109,1.9495,28.8812,7.1923,8.4449,8.3998,0.4986,0.505,0.2923,3.1786,3.9685,1.3841,1.3542,1.2302,6.2504,12.4453,4.1403,4.1546,4.1505,9.8496,1.9426,1.9768,1.9694,1.98,1.9808,3.4635,4.6099,1.4576,1.4923,1.66,0.4127,0.0918,0.099,0.0618,0.1019,0.0582,3.5017,4.588,1.428,1.5338,1.6262,0.3804,0.0725,0.0738,0.0792,0.0662,0.0888,5.2
OHENUN,84.91,183.79,1.78,8.34,9.24,29,20.3,16.1,605.16,-4.6017,-4.2135,1.98,2.02,1.84,0.5554,-0.2215,-0.5084,-0.4949,2.1192,3.0176,2.1357,2.1102,28.6739,7.3009,8.4377,8.453,0.7563,0.5366,0.497,3.1702,3.9692,1.3857,1.3858,1.1977,6.3199,12.4136,4.1452,4.1364,4.132,9.7111,1.9595,1.9404,1.9841,1.857,1.9701,3.5192,4.607,1.4061,1.66,1.5409,0.3823,0.0672,0.0653,0.0975,0.0505,0.1018,3.5269,4.625,1.4883,1.4999,1.6368,0.343,0.0749,0.0431,0.0871,0.0512,0.0867,14.6
OHEWUV,62.41,214.5,1.99,8.44,6.99,27.3,26.1,20.3,590.96,-3.2936,-2.1696,2.11,2.09,1.87,0.3989,-0.2604,-0.5511,-0.5972,1.6507,2.968,1.9871,1.9075,28.8149,7.3081,8.5013,8.5094,0.6711,0.4019,0.3978,3.1607,4.0164,1.3153,1.4222,1.2788,6.4332,12.3544,4.1108,4.1529,4.0907,9.8135,1.9105,1.9735,1.9671,1.976,1.9865,3.5348,4.7101,1.5968,1.4844,1.6289,0.3061,0.0647,0.0475,0.0743,0.0405,0.0792,3.5232,4.6697,1.5477,1.6355,1.4865,0.4043,0.0683,0.0876,0.0906,0.0547,0.1032,16.6
OHIMID,93.25,226.95,2.66,9.32,7.97,37.7,26.7,17.9,624.8,-3.5679,-2.1125,2.02,2.01,1.94,0.3246,-0.2504,-0.0935,-0.511,1.7627,2.9706,2.9601,2.148,28.7666,7.2582,7.1107,8.4912,0.6396,0.49,0.3735,3.1712,3.9994,1.336,1.2349,1.4285,6.3777,12.4586,4.1647,4.1511,4.1428,9.8392,1.9551,1.9486,1.9834,1.9766,1.9755,3.1561,3.8253,1.3551,1.119,1.3512,0.1121,0.0234,0.0111,0.0404,0.0169,0.0203,3.4879,4.6557,1.4892,1.5436,1.6228,0.3675,0.0844,0.062,0.075,0.0665,0.0796,28.4
OHONIK,81.09,178.76,2.85,5.57,7.23,41,32.6,18,532.12,-3.0544,-1.1298,1.93,2.19,1.88,0.3884,-0.2517,-0.8127,-0.5339,1.8013,2.9385,1.7643,2.0476,28.8544,7.2669,8.6414,8.4052,0.6684,0.6055,0.3211,3.1617,4.0063,1.349,1.3556,1.3016,6.4091,12.4124,4.1723,4.121,4.1191,9.7901,1.9437,1.9337,1.9807,1.9525,1.9795,3.5441,4.8224,1.6737,1.4331,1.7155,0.4462,0.0939,0.0736,0.1049,0.0738,0.0999,3.5268,4.6299,1.4307,1.6541,1.5452,0.3771,0.0746,0.0751,0.0823,0.0567,0.0883,21.2
OHOVEP,85.6,185.45,2.79,6,8.46,31.9,24.5,15.9,536.09,-2.7744,-1.9007,1.96,2.02,1.9,0.3777,-0.2485,-0.8291,-0.5846,1.8228,2.8904,1.8413,2.1141,28.7897,7.2941,8.605,8.4775,0.6221,0.5594,0.4163,3.1653,3.9998,1.2349,1.396,1.3689,6.3851,12.4448,4.1297,4.1567,4.1585,9.7923,1.9346,1.9402,1.9685,1.9775,1.9716,3.5598,4.8444,1.6052,1.5486,1.6906,0.4249,0.0866,0.0775,0.0916,0.0849,0.0844,3.5217,4.6594,1.4571,1.6676,1.5348,0.4035,0.0752,0.0748,0.102,0.06,0.0915,20.4
OHOYES,81.18,190.46,2.42,11.29,6.13,33.4,24.4,15.2,641.92,-3.7324,-2.5162,2.07,1.99,1.93,0.2225,-0.2481,-0.0748,-0.227,1.8918,3.0035,3.0934,3.0183,28.8442,7.2545,7.0763,7.2435,0.6469,0.3699,0.582,3.1708,3.9983,1.3931,1.251,1.3542,6.4577,12.4917,4.1741,4.1096,4.2081,9.8281,1.9786,1.9368,1.9769,1.9782,1.9576,3.1968,3.7581,1.2368,1.3907,1.1306,0.12,0.0167,0.0206,0.0438,0.0157,0.0231,3.1867,3.9314,1.4139,1.1662,1.3514,0.1089,0.0258,0.0128,0.026,0.0145,0.0297,19.7
OJADIO,97.58,194.19,2.78,4.35,8.09,34.6,22.1,12,469.55,-2.2646,0.1674,2.03,2.04,1.91,0.3462,-0.2425,-0.9396,-0.903,1.7692,2.8799,1.6811,1.7394,28.798,7.2871,8.5481,8.5077,0.6014,0.4539,0.4692,3.1646,3.9928,1.2608,1.3202,1.4117,6.3811,12.4506,4.1472,4.1039,4.1995,9.8221,1.9395,1.9587,1.9672,1.9764,1.9803,3.5803,4.9165,1.5016,1.7437,1.6713,0.4428,0.0915,0.0962,0.057,0.1208,0.0774,3.5724,4.9146,1.7167,1.5843,1.6136,0.416,0.0787,0.0562,0.0949,0.0651,0.1211,13.7
OJEBUA,83.22,180.17,2.2,6.1,10.32,35.7,25.2,14.5,561.27,-3.1984,-1.0485,2.34,1.91,1.87,0.3674,-0.2487,-0.587,-0.8212,1.7125,2.986,2.0408,1.912,28.9203,7.2471,8.5104,8.5844,0.6923,0.2082,0.703,3.1588,4.0058,1.3484,1.3652,1.2922,6.4497,12.399,4.1537,4.1131,4.1321,9.7839,1.9548,1.9015,1.9764,1.9656,1.9856,3.5437,4.7118,1.5319,1.6186,1.5613,0.3316,0.0535,0.0671,0.0682,0.0599,0.0829,3.5431,4.8601,1.7428,1.4186,1.6986,0.4181,0.0961,0.0694,0.1018,0.0593,0.0916,21.2
OJECAH,80.98,178.34,1.77,6.05,6.25,32,25.1,13.8,487.56,-3.0291,-1.3454,1.93,2.14,1.89,0.3742,-0.2527,-0.8179,-0.512,1.7726,2.9228,1.8187,2.148,28.8233,7.2756,8.6505,8.404,0.644,0.6067,0.317,3.1643,4.0054,1.2387,1.4014,1.3652,6.4224,12.4142,4.0948,4.1674,4.152,9.7892,1.95,1.9286,1.9288,1.9812,2.0006,3.5478,4.8206,1.6069,1.5113,1.7025,0.4494,0.1018,0.0857,0.0972,0.0747,0.09,3.5291,4.6201,1.4667,1.6592,1.4942,0.3628,0.0879,0.0732,0.0651,0.0676,0.0689,20
OJECEL,81.52,184.23,1.75,7.53,8.92,36.5,27,16,574.32,-2.9937,-1.0071,1.9,2.24,1.87,0.3785,-0.2489,-0.8237,-0.627,1.7956,2.9661,1.884,2.0531,28.9025,7.2749,8.5774,8.5224,0.6827,0.6939,0.2666,3.1596,4.0046,1.3624,1.4103,1.2318,6.4271,12.4134,4.1687,4.1214,4.1233,9.781,1.9354,1.9215,1.9822,1.958,1.9839,3.5503,4.8432,1.7327,1.3977,1.7129,0.4302,0.1016,0.0697,0.1014,0.0612,0.0962,3.5354,4.7128,1.5268,1.5984,1.5877,0.3788,0.0687,0.0712,0.0896,0.0614,0.0879,20.9
OJEDIR,86.66,229.39,1.94,10.08,9.2,41.7,27.7,17.1,711.34,-3.2582,-2.4047,1.99,2.07,1.92,0.3465,-0.2446,-0.158,-0.6165,2.1385,2.9358,3.025,2.0592,28.8328,7.2452,7.1645,8.4608,0.639,0.5302,0.3948,3.1683,3.9963,1.2055,1.402,1.3889,6.4055,12.4683,4.073,4.181,4.2144,9.7797,1.9753,1.9312,1.9724,1.957,1.9437,3.1825,3.8573,1.2988,1.2138,1.3447,0.1183,0.0264,0.0188,0.0267,0.0293,0.0171,3.5376,4.7141,1.4876,1.5299,1.6966,0.3648,0.0833,0.0706,0.0581,0.0939,0.059,23.8
OJIRUX,87.3,210.64,1.75,8.75,9.46,35.3,24.6,16.7,606.36,-4.5902,-3.5791,2.26,1.83,1.93,0.4332,-0.2049,-0.511,-0.0607,2.6433,3.0373,2.0723,3.3832,28.9136,7.1443,8.4265,7.2114,0.5819,0.2964,0.8615,3.1625,3.9602,1.208,1.3664,1.3858,6.2925,12.5403,4.2129,4.13,4.1974,9.734,1.9822,1.953,1.9504,1.8583,1.9903,3.5511,4.6387,1.437,1.669,1.5327,0.3212,0.0567,0.0698,0.0723,0.05,0.0725,3.1305,3.8278,1.2944,1.246,1.2874,0.1024,0.0209,0.0152,0.023,0.0141,0.0292,10.9
OJIVUA,94.75,211.22,2.75,7.65,9.32,46,38.7,27.4,706.44,-3.4242,-1.8214,1.88,1.96,1.91,0.4843,-0.2367,-0.8464,-0.6172,2.244,2.9375,1.9671,1.9788,28.8088,7.2385,8.5899,8.4211,0.6392,0.6461,0.5075,3.1662,3.9896,1.418,1.2978,1.2738,6.3406,12.4441,4.1165,4.1557,4.1718,9.731,1.9534,1.9334,1.9494,1.9728,1.922,3.5261,4.8243,1.6003,1.5197,1.7043,0.496,0.11,0.1117,0.0859,0.0754,0.113,3.5196,4.6556,1.481,1.3994,1.7753,0.4419,0.1078,0.0782,0.0738,0.0808,0.1014,23
OJOGEA,98.76,193.62,2.84,7.57,8.02,36.3,28.6,19.5,576.07,-3.3427,-0.5506,1.91,2.27,1.88,0.391,-0.2427,-0.8561,-0.4784,1.7079,2.9368,1.9477,2.092,28.8114,7.2672,8.5384,8.422,0.6796,0.5923,0.2111,3.1606,3.9996,1.2993,1.3645,1.3358,6.4245,12.4015,4.1146,4.1837,4.1032,9.783,1.9018,1.9752,1.9758,1.9761,1.9541,3.5338,4.8622,1.5189,1.6781,1.6652,0.4601,0.1059,0.1005,0.0594,0.1064,0.0878,3.5237,4.6355,1.574,1.6166,1.4448,0.3192,0.0708,0.0659,0.054,0.0772,0.0513,23.7
OJOWOA,80.76,219.45,3.51,9.39,6.8,44,41.6,29.1,760.03,-3.3385,-1.6602,2.21,1.97,1.92,0.2947,-0.2583,-0.5006,-0.2268,1.7357,2.9592,2.0062,2.9434,28.8675,7.2706,8.461,7.3433,0.6421,0.2569,0.6051,3.1682,4.0087,1.4345,1.3647,1.2095,6.4475,12.4377,4.1038,4.235,4.0988,9.8202,1.9359,1.9858,1.9721,1.9674,1.959,3.5109,4.6295,1.5094,1.4983,1.6219,0.3603,0.0725,0.0642,0.0785,0.0525,0.0925,3.1442,4.0095,1.385,1.3819,1.2426,0.0732,0.0124,0.0146,0.0234,0.01,0.0128,27.4
OJULOX,84.92,196.33,2.54,10.63,8.17,41.3,37.3,28.2,810.29,-4.7088,-3.589,1.74,2.31,1.91,0.5636,-0.1841,-0.5142,-0.4239,2.4924,3.0396,2.2412,2.0406,28.7248,7.1053,8.5697,8.429,0.5646,0.6795,0.2224,3.1591,3.9415,1.219,1.3998,1.3227,6.2446,12.4854,4.1737,4.2013,4.1104,9.7064,1.8793,1.9881,1.9366,1.9258,1.9766,3.4605,4.6044,1.4358,1.6539,1.5148,0.4492,0.0816,0.0854,0.1056,0.0806,0.0961,3.5293,4.6013,1.4706,1.4822,1.6485,0.2934,0.0637,0.0395,0.069,0.0472,0.0739,4.6
OJUMOX,90.9,191.98,1.9,5.84,7.13,33.3,24.1,13.6,509.51,-3.5936,-2.3765,2.04,1.91,1.9,0.447,-0.2464,-0.5035,-0.5578,1.8442,2.9344,2.0203,1.9352,28.7209,7.2819,8.4983,8.4833,0.659,0.3399,0.5042,3.1676,3.9983,1.2904,1.3331,1.3749,6.359,12.4138,4.117,4.1711,4.1257,9.7802,1.9171,1.9565,1.9598,1.9699,1.9768,3.5025,4.6293,1.4655,1.6976,1.4662,0.3718,0.0789,0.0903,0.0519,0.1013,0.0494,3.4926,4.7072,1.5584,1.599,1.5498,0.358,0.0705,0.0716,0.0733,0.0764,0.0662,17.6
OJUSIW,60.58,165.31,1.92,7.84,9.17,31,25.7,18.3,647.22,-3.488,-0.2411,1.94,2.42,1.89,0.299,-0.2687,-0.1527,-0.6442,1.631,2.9349,2.9714,1.9886,28.8895,7.2964,7.3397,8.5315,0.6769,0.6387,0.1764,3.1665,4.0211,1.2526,1.3761,1.3924,6.5186,12.3785,4.0959,4.1367,4.1459,9.804,1.9442,1.9362,1.9456,1.985,1.9929,3.1293,3.9432,1.3726,1.2727,1.2979,0.0802,0.0109,0.0174,0.0182,0.014,0.0197,3.5507,4.7266,1.5228,1.7251,1.4786,0.367,0.0517,0.0853,0.0793,0.06,0.0907,26.9
OJUSIY,81.83,201.01,2.22,7.6,7.59,40,28.8,17.5,566.34,-3.9655,-2.553,2.03,2.12,1.92,0.2904,-0.2634,-0.1649,-0.375,1.7036,2.9794,3.1499,2.8456,28.7239,7.2752,7.1275,7.7426,0.6758,0.4785,0.2343,3.1691,4.0151,1.4342,1.4055,1.1754,6.4356,12.4422,4.0672,4.2143,4.1607,9.8318,1.941,1.9851,1.9667,1.9644,1.9747,3.1594,3.9132,1.3253,1.3645,1.2234,0.0923,0.015,0.0175,0.025,0.0201,0.0146,3.1969,4.1154,1.2311,1.2937,1.5907,0.0626,0.0215,0.0122,0.0071,0.0139,0.0078,21.6
OKAJAL,80.62,191.56,2.66,6.4,13.2,32.4,25.6,16.5,682.92,-3.9603,-2.8571,2.01,2.04,1.88,0.3727,-0.2601,-0.6222,-0.087,1.8054,2.9707,2.1169,3.1802,28.7087,7.3231,8.5066,7.0621,0.6937,0.3791,0.4225,3.1655,4.0128,1.4019,1.3568,1.2541,6.3886,12.4341,4.1611,4.1243,4.1487,9.8046,1.9367,1.9617,1.9885,1.9331,1.9846,3.5129,4.6684,1.4697,1.6457,1.553,0.4409,0.0808,0.0877,0.1002,0.0725,0.0996,3.1546,3.8415,1.3564,1.1952,1.2898,0.091,0.0233,0.0123,0.0203,0.0137,0.0213,13.1
OKATAW,79.85,193.26,2.68,7.04,8.99,34.6,28.3,17.7,546.17,-4.0864,-2.3483,1.94,2.25,1.88,0.4,-0.2462,-0.5353,-0.2155,1.6694,2.9949,2.2258,2.8329,28.7055,7.2849,8.4346,7.4582,0.7028,0.5238,0.213,3.1617,4.0028,1.1899,1.3917,1.4212,6.391,12.3925,4.1206,4.1726,4.0993,9.8165,1.9501,1.9751,1.9327,1.9824,1.9763,3.4956,4.6387,1.4757,1.6853,1.4778,0.401,0.123,0.0735,0.0432,0.1103,0.051,3.1501,3.9853,1.4972,1.2377,1.2505,0.0802,0.0154,0.0114,0.0248,0.0108,0.0177,3
OKIFUL,84.33,227.18,1.92,13.21,7.53,36.1,26.3,17.2,715.97,-3.214,-2.7561,2.01,1.99,1.9,0.3277,-0.255,-0.7096,-0.0799,1.9087,2.9353,2.0379,3.1661,28.7839,7.3046,8.551,7.1329,0.6463,0.501,0.4577,3.1659,4.0065,1.3543,1.4126,1.2396,6.3893,12.4763,4.1364,4.1946,4.1453,9.8067,1.9254,1.9737,1.9655,1.9466,1.9956,3.5386,4.7844,1.5632,1.5208,1.7004,0.3866,0.0841,0.0646,0.0877,0.0688,0.0814,3.1405,3.8454,1.2703,1.3827,1.1924,0.0939,0.0123,0.0202,0.0262,0.0156,0.0196,17
OKIXEO,69.73,172.1,3.35,7.32,10,31.4,25.7,15.8,622.61,-2.0735,-2.076,1.94,1.96,1.85,0.3531,-0.2534,-0.7391,-0.8157,2.0102,2.8914,1.8757,1.746,28.8467,7.3065,8.5858,8.6235,0.6283,0.5508,0.5426,3.1608,4.0052,1.2228,1.3939,1.3886,6.4142,12.4677,4.1209,4.1925,4.1543,9.765,1.9261,1.9498,1.9548,1.9744,1.9599,3.5533,4.8036,1.6402,1.6711,1.4923,0.3821,0.0524,0.0725,0.09,0.0814,0.0859,3.557,4.8265,1.7078,1.4479,1.6708,0.4322,0.0734,0.082,0.0966,0.0746,0.1057,21.2
OKOGAY,83.82,185.31,3.14,6.17,8.55,35.5,29.6,21.8,611.33,-3.3224,-2.5671,1.95,1.98,1.89,0.436,-0.2443,-0.7964,-0.566,1.9931,2.9413,1.9016,2.0287,28.8052,7.2903,8.5644,8.4929,0.6595,0.5693,0.4887,3.1648,3.9977,1.1992,1.4129,1.3857,6.3734,12.4409,4.0963,4.1714,4.1732,9.7497,1.9533,1.938,1.9183,1.96,1.9802,3.5396,4.8277,1.5929,1.5335,1.7013,0.4292,0.093,0.0684,0.0908,0.0902,0.0868,3.517,4.6237,1.4925,1.4568,1.6744,0.4253,0.0837,0.1017,0.064,0.1049,0.071,26.8
OKOGEC,81.38,193.93,1.76,9.1,8.75,40.5,32.3,23.3,673.34,-3.1389,-2.6417,1.92,2.12,1.88,0.4616,-0.2395,-0.728,-0.5417,2.0555,2.9432,1.8142,2.1168,28.9227,7.2607,8.6233,8.4012,0.6953,0.6735,0.3481,3.1616,3.9949,1.3965,1.2666,1.3318,6.3543,12.4291,4.2032,4.1012,4.1246,9.755,1.9626,1.9432,1.9699,1.9182,1.961,3.5309,4.7868,1.6196,1.4314,1.7358,0.4103,0.094,0.0548,0.0963,0.0821,0.0831,3.5299,4.6284,1.4345,1.6314,1.5624,0.3833,0.0736,0.0759,0.0924,0.0637,0.0778,30.2
OKOLOR,79.17,212.78,2.17,7.82,8.72,34.9,27.9,19.2,612.62,-3.9733,-2.6916,2.02,2.11,1.9,0.361,-0.2588,-0.6064,-0.0445,1.7768,2.9706,2.1066,3.1668,28.7557,7.2785,8.5242,7.0769,0.6892,0.4291,0.4133,3.1676,4.0105,1.3208,1.2669,1.4227,6.3986,12.4226,4.1238,4.1871,4.1118,9.8178,1.9391,1.9658,1.9697,1.9759,1.9674,3.514,4.6937,1.5238,1.5198,1.6501,0.3987,0.0845,0.0628,0.0971,0.0591,0.0952,3.1583,3.7705,1.2188,1.4068,1.1449,0.1157,0.0127,0.0307,0.0228,0.0206,0.029,32.3
OKOPEL,91.83,193.4,2.37,7.84,7.03,39.4,33.2,22.5,601.8,-4.4863,-3.2813,1.84,2.3,1.91,0.5095,-0.2023,-0.4934,-0.4445,2.4278,3.0028,2.31,2.0631,28.8851,7.1279,8.4014,8.4112,0.5844,0.6524,0.186,3.16,3.9594,1.3098,1.329,1.3205,6.2515,12.4689,4.1516,4.1973,4.12,9.7701,1.9771,1.9889,1.9145,1.933,1.9566,3.4672,4.6093,1.4949,1.6629,1.4515,0.4169,0.101,0.0805,0.0795,0.0914,0.0645,3.508,4.5816,1.4532,1.4891,1.6394,0.3549,0.0825,0.0758,0.0576,0.0706,0.0683,10.5
OKUFEI,96.35,203.18,4.39,7.84,7.56,49.9,44.8,29.8,689.06,-1.8763,-0.202,1.95,2.04,1.93,0.3619,-0.2373,-0.8604,-0.8788,1.9463,2.9005,1.7903,1.5913,28.9416,7.2788,8.5256,8.6803,0.6547,0.5952,0.4447,3.1685,3.9852,1.2987,1.3191,1.3674,6.3482,12.4726,4.0851,4.1935,4.194,9.8173,1.9651,1.955,1.9599,1.9418,1.9955,3.5388,4.8512,1.5745,1.5943,1.6825,0.4704,0.0969,0.0961,0.075,0.1045,0.0979,3.5404,4.819,1.5302,1.598,1.6908,0.5194,0.1077,0.091,0.0968,0.1146,0.1093,37.7
OKUSAP,49.34,206.35,1.71,9.41,6.21,31.5,26.5,17.2,607.49,-4.0106,-2.434,1.86,2.93,1.85,0.3996,-0.2656,-0.6517,-0.5325,1.6133,2.936,1.9676,2.0299,28.7636,7.2769,8.5544,8.4369,0.6993,0.6152,0,3.16,4.0233,1.4159,1.2371,1.3704,6.497,12.334,4.1829,4.041,4.1101,9.7693,1.9758,1.8942,1.9828,1.9407,1.9759,3.4864,4.753,1.4589,1.6101,1.684,0.4123,0.0769,0.1117,0.0472,0.124,0.0525,3.5455,4.7321,1.7522,1.4888,1.491,0.2549,0.0318,0.0653,0.0593,0.0429,0.0556,24.3
OLAKUH,82.03,226.32,2.16,9.84,8.46,39.5,32.1,22.2,678.86,-3.6275,-2.8993,2.02,2.06,1.89,0.3929,-0.2455,-0.0834,-0.6245,1.8802,2.9461,3.1964,2.1277,28.7533,7.2864,7.118,8.5395,0.6943,0.4425,0.4105,3.1626,4.0012,1.2146,1.4085,1.3781,6.368,12.4263,4.1002,4.1916,4.1345,9.8129,1.9527,1.9735,1.947,1.9625,1.9772,3.131,3.8579,1.2133,1.4334,1.2113,0.0944,0.0201,0.0177,0.0196,0.0189,0.0181,3.5208,4.7047,1.5428,1.5274,1.6345,0.399,0.0868,0.0814,0.0796,0.0673,0.0839,15.5
OLEDOY,104.52,204.54,2.82,6.92,10.46,40.7,32.9,22.3,704.89,-2.9587,-1.2197,1.88,2.28,1.89,0.3901,-0.2418,-0.8664,-0.6068,1.7626,2.9371,1.8466,2.0368,28.8619,7.2659,8.61,8.5039,0.6804,0.6888,0.2193,3.1612,3.9977,1.3505,1.3214,1.3257,6.421,12.41,4.1579,4.0866,4.1656,9.7789,1.9746,1.8951,1.9945,1.9706,1.9441,3.5419,4.8602,1.7552,1.5306,1.5743,0.4644,0.0824,0.1003,0.1148,0.0618,0.105,3.5381,4.7088,1.4881,1.5263,1.6944,0.3599,0.0824,0.0766,0.0669,0.0782,0.0559,21.4
OLENEZ,83.66,184.38,3.94,7.6,7.5,40,32.4,21.5,616.02,-4.1426,-2.1173,1.94,2.44,1.89,0.2107,-0.2378,-0.0643,1.0291,2.0234,3.0962,3.1642,3.2387,28.9056,7.2301,7.1313,14.5655,0.7084,0.6045,0.4279,3.1612,3.9942,1.3876,1.2289,1.3778,6.438,12.5162,4.2506,4.149,4.1166,9.8351,1.97,1.9512,1.9899,1.9468,1.9772,3.1691,3.7429,1.3299,1.0423,1.3707,0.1522,0.0289,0.0156,0.0468,0.0224,0.0385,4.9958,8.757,2.8789,3.0531,2.8251,0.2182,0.0209,0.049,0.0175,0.0675,0.0632,13.1
