Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
DIYDIY,48.49,134.01,1.74,5.16,11.38,19.9,12.3,7.3,534.67,-4.0269,-2.4141,2.98,1.86,1.85,0.3794,-0.272,-0.4781,-0.6004,1.4491,2.927,2.0488,1.9985,28.6799,7.2938,8.4555,8.5883,0.6934,0,0.5441,3.1616,4.0284,1.3875,1.4245,1.2164,6.5195,12.3282,4.0985,4.1615,4.0681,9.773,1.9062,1.9679,1.9475,1.9853,1.9661,3.5388,4.6874,1.5977,1.5325,1.5572,0.2519,0.0616,0.0317,0.0513,0.0426,0.0646,3.489,4.7546,1.4995,1.7168,1.5384,0.3567,0.0884,0.0805,0.0663,0.0695,0.0521,46.3
DIYMED01,84.63,182.79,2.46,4.81,8.25,28.2,19,13.2,505.9,-3.7705,-2.7623,1.84,2.25,1.94,0.4725,-0.2114,-0.5241,-0.5152,2.2432,2.9709,2.2423,2.072,28.8224,7.1715,8.5366,8.4578,0.5226,0.5838,0.2544,3.1667,3.9614,1.3403,1.3655,1.2557,6.2572,12.4712,4.1489,4.1782,4.1441,9.7992,1.9507,1.9844,1.9281,1.9502,1.9857,3.4812,4.6517,1.4631,1.6893,1.4993,0.3912,0.0806,0.0836,0.0658,0.0938,0.0674,3.5428,4.6509,1.5401,1.5375,1.5733,0.3215,0.0766,0.0508,0.0619,0.0623,0.0699,20.9
DIYPUX,82.94,203.68,2.52,5.66,8.53,32.9,23.9,15.1,543.14,-3.4536,-2.4129,1.97,2.01,1.88,0.3108,-0.2536,-0.1763,-0.6252,1.8432,2.966,3.154,2.1588,28.7758,7.3106,7.189,8.4927,0.6646,0.4719,0.4324,3.164,4.0062,1.4109,1.3831,1.2122,6.3968,12.4757,4.16,4.1542,4.1615,9.8167,1.9244,1.9589,1.9779,1.9603,1.9953,3.1636,3.922,1.3358,1.2524,1.3338,0.0907,0.0166,0.0142,0.0171,0.0121,0.0307,3.5266,4.6918,1.498,1.5849,1.6089,0.4068,0.0805,0.0818,0.0806,0.0754,0.0886,46.5
DIYTIQ,80.71,171.43,3.03,5.82,9.57,30.7,23.3,16.9,608.18,-3.5599,-1.357,1.87,2.56,1.86,0.3725,-0.2564,-0.7861,-0.5694,1.6438,2.9381,1.9449,2.1173,28.8324,7.2597,8.565,8.4555,0.6796,0.6729,0.1103,3.1595,4.0135,1.2251,1.4028,1.3856,6.4823,12.374,4.1127,4.0915,4.1697,9.7712,1.9622,1.9071,1.9501,1.9838,1.968,3.5403,4.8469,1.7384,1.4001,1.7084,0.3989,0.1,0.0533,0.1005,0.0494,0.0957,3.5493,4.6951,1.5735,1.5685,1.5531,0.3249,0.0535,0.0718,0.0623,0.0571,0.0803,44
DIYZOA,82.63,242.3,2.46,7.66,5.7,50.2,36.2,18.3,533.72,-3.4344,-1.0796,1.99,2.09,1.92,0.3313,-0.2186,-0.1001,-0.6082,1.8861,3.0126,3.0718,1.8868,28.8197,7.2336,7.2562,8.4794,0.6557,0.457,0.3599,3.1625,3.9724,1.2785,1.3757,1.3182,6.3685,12.4767,4.1318,4.1765,4.1683,9.8235,1.9638,1.9307,1.9617,1.9748,1.9926,3.1318,3.8825,1.3797,1.221,1.2817,0.0859,0.0194,0.0136,0.0191,0.014,0.0197,3.5224,4.7236,1.4966,1.6859,1.5411,0.3622,0.0888,0.0784,0.0595,0.0786,0.0568,50.4
DIZPAG,62.57,157.05,2.48,8.11,10.58,25.4,20.7,18.9,765.07,-3.037,-0.4944,2.09,2.1,1.87,0.376,-0.2593,-0.5789,-0.5949,1.6478,2.9243,1.9536,1.8869,28.8659,7.3324,8.5451,8.5528,0.6811,0.4471,0.4333,3.1602,4.0146,1.2287,1.3724,1.4136,6.4434,12.3648,4.0941,4.1764,4.0943,9.8157,1.9286,1.9863,1.9901,1.9793,1.9315,3.5386,4.7242,1.6358,1.568,1.5204,0.3162,0.0508,0.0643,0.0815,0.048,0.0716,3.5351,4.7243,1.5109,1.6013,1.6121,0.3355,0.0666,0.0707,0.0686,0.0611,0.0685,36.4
DLASPA12,48.6,134.28,1.74,4.23,9.1,20,13,8,458.77,-4.1022,-0.0784,1.86,2.96,1.85,0.3878,-0.2722,-0.5677,-0.6124,1.4881,2.9409,2.1016,1.8961,28.7087,7.2988,8.5593,8.5741,0.7002,0.5737,0,3.1614,4.0288,1.3561,1.3122,1.3605,6.5143,12.3253,4.1492,4.1147,4.0613,9.7726,1.8945,1.9623,1.9709,1.9733,1.9717,3.4851,4.73,1.6962,1.5458,1.488,0.3525,0.0667,0.0814,0.084,0.0507,0.0697,3.5457,4.7566,1.5589,1.6253,1.5724,0.3101,0.0476,0.0904,0.0489,0.0732,0.05,47.4
DLHTDA10,79.35,173.05,2.59,14.9,12.12,28.5,19.1,10.6,723.13,-3.2687,-0.4287,2.38,1.88,1.87,0.3438,-0.2566,-0.4622,-0.8411,1.6382,2.9343,2.0542,1.8845,28.8454,7.2602,8.4414,8.5822,0.6694,0.1601,0.6509,3.1605,4.0126,1.1718,1.4059,1.4348,6.486,12.3969,4.0591,4.2118,4.126,9.7734,1.9681,1.9785,1.9223,1.9488,1.9556,3.5294,4.6311,1.5134,1.5272,1.5905,0.3018,0.0665,0.052,0.0605,0.0529,0.0699,3.5388,4.8903,1.608,1.6899,1.5925,0.412,0.0583,0.0856,0.0969,0.1008,0.0705,48.2
DMANPQ10,83.98,185.72,1.52,5.86,9.47,28.7,18,11.8,541.1,-4.231,-3.8237,1.95,1.97,1.85,0.5387,-0.2317,-0.5526,-0.5929,2.1456,2.9816,2.1161,2.082,28.6465,7.3004,8.486,8.4991,0.719,0.5409,0.5003,3.168,3.9817,1.3791,1.4003,1.2023,6.3287,12.4341,4.1495,4.1539,4.1307,9.6985,1.956,1.9474,1.9849,1.8704,1.9399,3.5159,4.638,1.4454,1.6616,1.531,0.3987,0.0703,0.0642,0.1056,0.0537,0.1049,3.5268,4.6972,1.5869,1.4941,1.6161,0.3689,0.0833,0.0516,0.0898,0.0577,0.0865,34.2
DMCYBA,50.43,157.91,2.12,7.12,7.71,27.7,22.1,16.3,577.53,-4.0783,-1.4556,1.91,2.92,1.88,0.3295,-0.2792,-0.1571,-0.5701,1.5745,2.9453,3.0214,2.1147,28.8101,7.3149,7.3285,8.4003,0.7034,0.6452,0,3.1664,4.0327,1.3433,1.4192,1.2701,6.5389,12.3413,4.134,4.1299,4.0774,9.7903,1.9156,1.9533,1.962,1.9792,1.9802,3.1268,3.9488,1.3759,1.2871,1.2858,0.0815,0.0113,0.0155,0.0164,0.0122,0.0261,3.5518,4.7156,1.514,1.7237,1.4778,0.3027,0.0569,0.074,0.0587,0.0519,0.0612,48.6
DMGLUT10,62.36,155.08,1.76,5.9,8.15,25.1,16.9,11.6,494.62,-3.1347,-0.5266,2.11,2.1,1.87,0.379,-0.2587,-0.6027,-0.5724,1.6493,2.9202,1.8824,1.9758,28.855,7.3298,8.5485,8.5135,0.6779,0.4113,0.4386,3.1607,4.0139,1.3973,1.4256,1.191,6.4439,12.36,4.1319,4.1666,4.0615,9.8171,1.9162,1.966,1.9626,1.9949,1.9773,3.5368,4.7237,1.6664,1.4623,1.595,0.3422,0.0804,0.0504,0.0624,0.0591,0.0898,3.5371,4.7178,1.4861,1.7049,1.5268,0.3174,0.0803,0.0668,0.0497,0.0677,0.0529,38.9
DMGUAN10,70.88,157.93,2.24,8.82,10.01,26.4,19.1,13.9,648.8,-4.344,-1.4404,1.88,3.14,1.87,0.3341,-0.2774,-0.1455,-0.5535,1.646,2.9665,3.425,2.1402,28.7939,7.2999,7.1346,8.4382,0.7226,0.6872,0,3.1661,4.0321,1.3135,1.3941,1.3245,6.5243,12.3529,4.0995,4.1871,4.0663,9.7886,1.916,1.9795,1.9557,1.9751,1.9623,3.1434,3.904,1.3,1.3392,1.2648,0.098,0.0166,0.0165,0.0181,0.0156,0.0312,3.552,4.7319,1.5718,1.4982,1.6619,0.2695,0.0657,0.0249,0.0675,0.0381,0.0733,46.3
DOBPAO,79.11,181.8,1.71,6.1,5.7,34.2,23.4,12.1,447.19,-4.0553,-2.3246,2.06,2.11,1.9,0.395,-0.2521,-0.5407,-0.3297,1.6027,3.0012,2.0638,2.9627,28.6559,7.3018,8.5105,7.6682,0.6898,0.3665,0.2647,3.164,4.0067,1.4013,1.3674,1.238,6.386,12.3895,4.0559,4.1647,4.1689,9.8295,1.9653,1.9807,1.9488,1.9569,1.9777,3.5025,4.6688,1.466,1.6024,1.6004,0.3694,0.0913,0.0712,0.06,0.0936,0.0533,3.1916,4.0745,1.2595,1.2869,1.5281,0.0636,0.0158,0.0112,0.0124,0.0196,0.0045,36.6
DOBSAR,83.22,183.39,2.98,7.99,10.84,30.4,21.1,16.1,694.25,-4.0736,-2.7816,2.23,1.84,1.94,0.3589,-0.2178,-0.6023,0.0174,2.3913,2.9871,2.0533,3.4698,28.8872,7.2017,8.4933,7.0085,0.559,0.2474,0.7365,3.1659,3.9695,1.2061,1.4063,1.3571,6.3115,12.5383,4.1981,4.209,4.1312,9.7913,1.913,1.9912,1.9529,1.9405,1.9937,3.5432,4.7031,1.5069,1.5172,1.679,0.356,0.0727,0.0556,0.081,0.0599,0.0868,3.1389,3.7133,1.2941,1.2495,1.1697,0.1304,0.0184,0.0265,0.0319,0.0183,0.0353,28.3
DOCCII,77.49,226.99,3.11,7.72,7.81,46.8,39,25.1,729.16,-3.6313,-1.2938,1.93,2.33,1.9,0.3323,-0.2581,-0.1998,-0.4763,1.7526,3.0203,2.9082,2.0714,28.8611,7.2417,7.3026,8.3781,0.6801,0.6104,0.152,3.1653,4.0122,1.3998,1.4247,1.1876,6.456,12.4077,4.1677,4.1935,4.0464,9.804,1.9022,1.9868,1.9704,1.9838,1.9607,3.1586,3.9635,1.4222,1.3931,1.1482,0.0777,0.0065,0.0252,0.0174,0.0099,0.0186,3.5249,4.6062,1.4569,1.5508,1.5985,0.3452,0.0587,0.0576,0.0811,0.058,0.0898,43.5
DOCMAK,50.24,137.48,1.91,7.2,10.4,20.8,14.5,10.7,570.24,-4.0975,-2.2574,2.88,1.85,1.85,0.4049,-0.2716,-0.5487,-0.5756,1.4995,2.938,1.914,2.1201,28.6888,7.29,8.5438,8.5715,0.6993,0,0.5671,3.162,4.028,1.3911,1.4243,1.2127,6.5011,12.3254,4.1125,4.1566,4.0562,9.7686,1.894,1.9693,1.9572,1.9838,1.9643,3.527,4.708,1.6441,1.5108,1.5531,0.3136,0.0676,0.0558,0.0507,0.0569,0.0826,3.4778,4.7175,1.4547,1.7196,1.5432,0.3804,0.1131,0.0809,0.0508,0.0872,0.0484,44.7
DOCMEO,84.35,195.85,1.79,13.83,6.21,35.8,26.1,16,686.67,-4.3694,-3.7194,2.13,1.84,1.98,0.5774,-0.1898,-0.0754,-0.5587,2.5261,2.9822,3.2004,2.1408,28.7554,7.2051,7.128,8.4428,0.5271,0.3341,0.5973,3.1727,3.937,1.3892,1.2361,1.3118,6.2586,12.4427,4.0442,4.2031,4.1954,9.7213,1.9837,1.9818,1.9938,1.9562,1.8059,3.1647,3.8245,1.2235,1.4048,1.1962,0.0862,0.0171,0.0167,0.0212,0.0171,0.0141,3.4903,4.6655,1.4814,1.692,1.4921,0.4029,0.0731,0.0855,0.072,0.1124,0.0599,24.6
DOCXAV,94.71,231.46,1.95,13.12,10.13,39.3,27.1,17.5,840.25,-3.1387,-2.213,1.96,1.94,1.94,0.3277,-0.2478,0.1586,-0.6992,2.0305,2.9259,3.0659,2.0593,28.8081,7.2645,7.1018,8.5516,0.6087,0.6027,0.5232,3.1707,3.9963,1.3141,1.2672,1.415,6.3662,12.5059,4.1375,4.1947,4.1736,9.8002,1.9134,1.9422,1.9836,1.981,1.98,3.1401,3.5771,1.2849,1.2922,1,0.1242,0.0157,0.0236,0.0322,0.0236,0.029,3.5125,4.7702,1.5292,1.587,1.654,0.4166,0.0811,0.0881,0.0801,0.0834,0.0838,40.9
DODDEF01,63.12,175.91,3.48,6.39,9.29,41.5,35.8,21.1,601.66,-3.8393,-1.7328,2.19,2.23,1.91,0.345,-0.2494,-0.1581,-0.1575,1.594,3.0096,2.7353,2.7358,28.7168,7.2902,7.0859,7.0976,0.7066,0.2798,0.2427,3.1655,4.0023,1.3939,1.3025,1.3059,6.3915,12.3856,4.1566,4.126,4.103,9.878,1.9531,1.9968,1.9876,1.9557,1.9848,3.1069,3.9501,1.349,1.3915,1.2097,0.1011,0.016,0.0207,0.0159,0.023,0.0256,3.1135,3.9429,1.3434,1.2538,1.3457,0.1012,0.0168,0.0171,0.0152,0.0258,0.0263,33
DODFAD,86.81,199.65,3.32,6.22,7.08,39.8,29.2,17,542.48,-3.962,-1.6579,2.03,2.05,1.95,0.4556,-0.1635,-0.6284,-0.6572,1.6264,3.1362,1.8467,1.8116,28.7038,7.2496,8.508,8.6187,0.6098,0.3804,0.3728,3.1588,3.9195,1.3994,1.3391,1.181,6.3157,12.3875,4.2013,4.1002,4.086,9.8412,1.9611,1.9731,1.9782,1.9465,1.9823,3.5173,4.7251,1.7409,1.5332,1.451,0.3859,0.0651,0.0815,0.1037,0.0664,0.0692,3.515,4.7395,1.6106,1.589,1.5399,0.4028,0.0863,0.0831,0.0865,0.0624,0.0844,46.5
DOFHAK,62.53,155.92,2.58,13.17,10.31,26.3,21.8,17.4,820.24,-3.1157,-0.6515,2.14,2.05,1.86,0.3815,-0.2577,-0.6065,-0.6014,1.664,2.9201,1.9327,1.9182,28.8591,7.3241,8.5341,8.5221,0.6742,0.3908,0.4787,3.1597,4.0135,1.3286,1.4074,1.2775,6.4419,12.3619,4.1315,4.1649,4.0655,9.8147,1.9018,1.9773,1.9769,1.9875,1.9711,3.5362,4.7194,1.4974,1.6911,1.5309,0.3508,0.0686,0.0777,0.0615,0.0675,0.0755,3.5273,4.7135,1.6448,1.4766,1.5921,0.3606,0.0804,0.0584,0.08,0.0598,0.082,39.4
DOFLIN,70.3,157.47,1.85,8.44,7.9,26.7,21.5,15,581.05,-4.3691,-1.7316,3.16,1.89,1.87,0.3359,-0.2777,-0.5371,-0.1383,1.6481,2.9719,2.144,3.4291,28.7926,7.3022,8.4227,7.1155,0.7261,0,0.6855,3.1659,4.0326,1.2808,1.4136,1.3382,6.5225,12.3524,4.0766,4.1794,4.0963,9.7892,1.939,1.9735,1.9303,1.9727,1.9737,3.5496,4.7215,1.5168,1.5053,1.6994,0.2661,0.0603,0.0222,0.0706,0.0345,0.0785,3.1418,3.8996,1.2938,1.3295,1.2763,0.0969,0.0156,0.0155,0.0183,0.0112,0.0363,44.5
DOHGIQ,88.16,207.9,1.71,12.67,9.5,33.6,24.5,17,753.16,-3.1481,-1.7619,1.99,1.97,1.91,0.4263,-0.2459,-0.6206,-0.6833,1.8521,2.9248,2.0574,1.9989,28.7928,7.2968,8.4735,8.5431,0.6623,0.4497,0.515,3.1658,3.9983,1.2231,1.4007,1.3745,6.3643,12.4213,4.0682,4.1864,4.1667,9.788,1.9644,1.9471,1.9376,1.9503,1.9886,3.513,4.6969,1.4751,1.5106,1.7112,0.4106,0.0951,0.0787,0.065,0.1033,0.0686,3.5154,4.7777,1.5163,1.6163,1.6452,0.3901,0.0817,0.0877,0.0715,0.0899,0.0593,37.4
DOHHIR,81.77,182.59,1.52,16.04,7.34,38.6,27.8,15.9,735,-3.0959,0.1639,2.2,1.93,1.89,0.3637,-0.2339,-0.6058,-0.8302,1.769,3.0392,2.0758,1.8753,28.9071,7.234,8.4825,8.6194,0.671,0.2888,0.6597,3.1602,3.9895,1.4006,1.1807,1.4083,6.4228,12.4218,4.2088,4.0597,4.1533,9.7917,1.9833,1.9257,1.9785,1.9317,1.9724,3.5284,4.7018,1.5259,1.5791,1.5969,0.3755,0.0721,0.0862,0.0745,0.0703,0.0724,3.5475,4.8538,1.6158,1.5487,1.6893,0.4289,0.09,0.0691,0.0791,0.0993,0.0914,46.2
DOHVED01,82.86,200.83,1.61,5.58,6.56,33.9,22.7,10.7,416.59,-3.6822,-2.4215,1.93,2.1,1.9,0.2334,-0.2625,-0.3729,-0.0975,1.9571,2.9706,3.0989,3.1295,28.8388,7.2582,7.5364,7.1102,0.6723,0.5977,0.3559,3.1662,4.0157,1.373,1.3235,1.3193,6.4626,12.5042,4.2073,4.181,4.1159,9.7998,1.9517,1.9346,1.984,1.9427,1.9867,3.2234,4.0893,1.4022,1.24,1.4471,0.0602,0.0163,0.0061,0.0167,0.0087,0.0123,3.182,3.822,1.2136,1.3228,1.2856,0.0935,0.0206,0.0147,0.0177,0.0197,0.0208,33.8
DOJBEJ,109.13,225.54,2.54,5.84,8.97,39.2,28.5,17.4,573.76,-2.6256,-0.047,1.98,1.96,1.96,0.2484,-0.2477,-0.1481,-0.8735,1.8848,2.9194,3.3331,1.913,28.8533,7.2647,7.121,8.5469,0.5735,0.4812,0.5431,3.1734,3.9921,1.3988,1.2753,1.318,6.3853,12.523,4.1813,4.2099,4.1318,9.8433,1.9554,1.9441,1.9772,1.9847,1.9819,3.162,3.8881,1.2368,1.3693,1.282,0.0981,0.025,0.0145,0.02,0.0197,0.0189,3.554,4.8982,1.669,1.6024,1.6268,0.4212,0.0923,0.0952,0.0948,0.0621,0.0769,39.2
DOJLUL,91.95,193.1,2.77,6.5,13.97,32.2,25.1,16.4,704.94,-3.3938,-2.4986,2.02,1.92,1.91,0.4369,-0.2473,-0.5064,-0.6845,1.8286,2.9224,2.0285,2.046,28.722,7.2805,8.4809,8.5732,0.6414,0.3651,0.5233,3.1667,3.9994,1.2981,1.3982,1.3032,6.3565,12.4218,4.1031,4.2053,4.1133,9.7848,1.9343,1.9764,1.9714,1.9735,1.9291,3.5002,4.6304,1.4955,1.5006,1.6342,0.3758,0.0669,0.0609,0.0939,0.0485,0.1056,3.4994,4.748,1.5339,1.5397,1.6744,0.4371,0.099,0.0592,0.1005,0.0783,0.1001,42.3
DOJMAS,88.05,189.55,1.52,6.68,14.23,32.4,22.7,13.5,701.13,-3.5697,-2.4386,1.94,2.04,1.9,0.4332,-0.247,-0.6551,-0.5086,1.7973,2.9486,2.0814,2.0015,28.7455,7.2829,8.5368,8.4772,0.6631,0.5225,0.3528,3.1649,4.0009,1.4075,1.414,1.1794,6.3709,12.4117,4.1638,4.1872,4.0607,9.7842,1.9151,1.9722,1.9703,1.9869,1.9397,3.5055,4.7501,1.5543,1.5856,1.6102,0.3995,0.098,0.0598,0.0802,0.0684,0.093,3.5026,4.6334,1.4389,1.5819,1.6126,0.3725,0.065,0.0658,0.087,0.0674,0.0874,41.8
DOJMEW,91.81,192.95,2.93,6.73,16.35,31.1,22.1,14.6,786.57,-3.29,-2.4341,2.01,1.93,1.91,0.4309,-0.2479,-0.5134,-0.6571,1.8132,2.9148,2.0349,2.0673,28.7044,7.2942,8.5048,8.5571,0.6382,0.3693,0.5096,3.1667,3.9998,1.3092,1.3136,1.377,6.3529,12.4256,4.1262,4.1715,4.1279,9.7905,1.9051,1.9616,1.9876,1.9737,1.9626,3.4967,4.6356,1.5041,1.6393,1.4922,0.3811,0.0959,0.0854,0.0505,0.0945,0.0547,3.5066,4.7496,1.5251,1.5636,1.661,0.401,0.0953,0.0639,0.0822,0.0765,0.0832,41.9
DOJQEB,88.59,213.76,2.84,11.86,8.92,32.8,23.2,16.1,784.83,-4.5181,-3.6836,1.81,2.19,1.92,0.49,-0.1947,-0.5477,-0.0957,2.7206,3.0459,2.196,3.1517,28.8951,7.148,8.5561,7.0981,0.5589,0.7875,0.3599,3.159,3.9523,1.3402,1.3248,1.2873,6.2407,12.5354,4.1689,4.2034,4.163,9.7339,1.9695,1.9712,1.9196,1.8915,1.9821,3.4877,4.6613,1.4656,1.6403,1.5554,0.3987,0.0823,0.0868,0.071,0.0973,0.0613,3.1705,3.8352,1.3567,1.2021,1.2764,0.09,0.0234,0.014,0.0182,0.0123,0.0221,18.2
DOJQOL,88.65,213.58,1.81,9.3,9.14,32.8,23.2,15.8,639.41,-4.4966,-3.6396,1.81,2.19,1.92,0.4873,-0.1951,-0.5498,-0.0953,2.7046,3.0443,2.195,3.1456,28.8728,7.1535,8.5537,7.0985,0.5511,0.7744,0.3579,3.1593,3.9522,1.2207,1.385,1.3465,6.2403,12.5355,4.1932,4.1988,4.1436,9.7369,1.9431,1.9998,1.95,1.8648,1.9792,3.4883,4.6627,1.4601,1.674,1.5286,0.3988,0.0699,0.0755,0.0903,0.0768,0.0863,3.1693,3.8354,1.3011,1.2109,1.3234,0.0906,0.0216,0.0113,0.021,0.0107,0.026,19
DOJQUR,88.84,213.58,2.12,9.99,8.84,33.2,23.4,16.6,696.26,-4.5533,-3.9123,1.81,2.15,1.92,0.5296,-0.1812,-0.5481,-0.093,2.7819,3.0638,2.1796,3.1329,28.8701,7.1618,8.5247,7.1108,0.5702,0.7794,0.4067,3.1579,3.9402,1.3606,1.3794,1.2003,6.2346,12.5282,4.143,4.1862,4.199,9.7076,1.9223,1.9605,1.8819,1.9553,1.9876,3.4916,4.6605,1.486,1.5911,1.5833,0.396,0.0806,0.085,0.0705,0.0972,0.0628,3.1666,3.8372,1.3143,1.218,1.3049,0.0893,0.0214,0.0129,0.0184,0.0122,0.0244,19.5
DOKVEF,96.67,199.57,3.96,8.06,9.4,41.2,34.1,22.4,695.62,-3.7646,-3.229,1.97,1.92,1.89,0.4912,-0.2407,-0.6387,-0.7684,2.1229,2.9287,1.9637,1.8111,28.7395,7.2916,8.4952,8.5242,0.6713,0.4843,0.5916,3.1656,3.9943,1.3477,1.4342,1.2124,6.3401,12.4386,4.1633,4.1207,4.1547,9.7301,1.9684,1.9168,1.9452,1.9481,1.9516,3.5132,4.661,1.5992,1.5565,1.5053,0.4644,0.1082,0.0775,0.1079,0.0673,0.1035,3.5269,4.8172,1.6629,1.531,1.6233,0.4242,0.0865,0.0906,0.0948,0.0626,0.0897,39.4
DOKXUW,79.28,223.42,1.88,7.61,6.17,37.9,26.1,13.4,479.01,-3.9728,-2.4794,2.1,2.06,1.9,0.342,-0.2553,-0.596,-0.0694,1.8101,2.9684,2.0735,3.1549,28.7695,7.2989,8.5047,7.0304,0.696,0.3729,0.4667,3.1663,4.0081,1.3393,1.243,1.4259,6.4109,12.4285,4.1373,4.1814,4.1097,9.8186,1.9378,1.9772,1.9631,1.9563,1.9842,3.5253,4.705,1.5539,1.535,1.6162,0.3657,0.0823,0.0589,0.0886,0.0496,0.0862,3.1616,3.7939,1.2052,1.4386,1.1501,0.1139,0.0169,0.0253,0.0208,0.02,0.031,32.8
DOMTEG,84.29,182.62,1.64,5.96,11.1,28.4,18.8,13.5,619.59,-4.6928,-4.3479,1.97,2.05,1.84,0.5577,-0.2181,-0.5067,-0.4935,2.0931,3.0224,2.0962,2.0711,28.66,7.3016,8.4935,8.4635,0.7623,0.5533,0.4557,3.1714,3.9646,1.3957,1.3766,1.1923,6.3273,12.4101,4.1501,4.1413,4.1188,9.7048,1.9522,1.96,1.987,1.8458,1.9599,3.5163,4.6212,1.4193,1.6602,1.5417,0.3692,0.0627,0.0661,0.0922,0.0548,0.0933,3.5261,4.6126,1.4841,1.5074,1.6212,0.3548,0.0777,0.0527,0.084,0.0554,0.085,33.6
DOMZIQ,94.62,259.75,3.08,7.1,6.98,58,45.4,26.8,659.46,-4.6374,-1.1131,2.28,1.77,1.9,0.5256,-0.1793,-0.6635,-0.6389,3.2507,3.0707,1.9076,1.9941,29.322,6.991,8.515,8.4277,0.5955,0.1868,0.8086,3.154,3.9416,1.3369,1.3053,1.2994,6.2045,12.5401,4.2082,4.1386,4.1933,9.7297,1.9352,1.8979,2.0068,1.9457,1.9441,3.5369,4.7307,1.5172,1.679,1.5345,0.3959,0.0977,0.0834,0.0669,0.0825,0.0654,3.4947,4.6923,1.5054,1.6583,1.5286,0.4519,0.0751,0.1045,0.0976,0.0752,0.0994,16.8
DONFER,62.76,156.21,2.7,4.39,9.2,25.4,19,13.2,519.76,-3.0698,0.2022,2.07,2.11,1.86,0.3797,-0.2579,-0.5895,-0.5858,1.6639,2.9191,1.9256,1.9271,28.8598,7.3271,8.5151,8.5134,0.6794,0.4537,0.4137,3.1599,4.0134,1.3541,1.4125,1.2468,6.4403,12.3641,4.1257,4.1636,4.0747,9.8159,1.9138,1.9645,1.9662,1.9858,1.9856,3.5293,4.7118,1.636,1.4596,1.6162,0.3484,0.0782,0.0557,0.0742,0.0553,0.085,3.5335,4.7113,1.4999,1.6989,1.5125,0.3409,0.0681,0.0747,0.0656,0.0619,0.0706,38.5
DOPYUE,89.29,181.83,2.08,4.18,7.13,33.5,21.3,10.2,425.08,-3.1804,0.2445,1.88,2.43,1.88,0.3538,-0.2521,-0.9123,-0.7818,1.613,2.9396,1.8738,1.7738,28.8276,7.2662,8.5516,8.5602,0.6656,0.6667,0.1096,3.161,4.0079,1.2151,1.3727,1.4201,6.4827,12.3908,4.1065,4.1695,4.1148,9.7727,1.8878,1.9688,1.9694,1.9834,1.9633,3.5549,4.9312,1.4435,1.7401,1.7476,0.4262,0.1302,0.0872,0.047,0.1129,0.0489,3.5521,4.8269,1.432,1.656,1.7389,0.4028,0.0955,0.1074,0.051,0.1133,0.0355,44
DOQSUX,63.16,157.03,1.66,4.77,6.92,26.6,17.3,8.7,421.27,-3.493,-0.9438,1.97,2.28,1.88,0.3059,-0.2661,-0.1561,-0.6821,1.6773,2.926,3.149,1.9526,28.8476,7.312,7.2349,8.5723,0.6765,0.5322,0.2849,3.1647,4.0198,1.3652,1.4329,1.2217,6.4834,12.3919,4.1537,4.1489,4.0894,9.8187,1.9381,1.9425,1.9565,1.987,1.9947,3.1475,3.9222,1.2916,1.301,1.3296,0.0864,0.0185,0.0159,0.0119,0.0209,0.0191,3.5665,4.7842,1.5065,1.7032,1.5746,0.3313,0.0714,0.07,0.0491,0.0827,0.0581,38
