Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
XEYGEN,96.31,196.59,3.17,6.08,8.89,35.6,26,17.3,625.64,-2.562,-1.1509,1.99,1.97,1.93,0.406,-0.2443,-0.7449,-0.7467,1.9082,2.8718,2.0185,2.0204,28.8178,7.2981,8.5404,8.5449,0.6087,0.5015,0.5215,3.1685,3.9931,1.3175,1.3691,1.3065,6.3486,12.4405,4.1559,4.1691,4.1156,9.8049,1.9563,1.927,1.9811,1.9687,1.9718,3.5394,4.8089,1.7367,1.5666,1.5055,0.3967,0.0652,0.073,0.1017,0.0546,0.1022,3.5362,4.812,1.4283,1.7697,1.614,0.3986,0.1,0.1045,0.043,0.1116,0.0394,39.8
XEZBOW,95.12,196.15,2.48,8.06,7.97,33.7,25.4,18.2,575.12,-2.9413,-1.3147,1.91,2.04,1.91,0.3856,-0.2445,-0.87,-0.5987,1.9455,2.9093,1.8905,2.0745,28.8592,7.2535,8.5386,8.4376,0.6337,0.6491,0.3817,3.1668,3.9961,1.376,1.212,1.4081,6.3998,12.4474,4.1431,4.1176,4.1867,9.7672,1.9651,1.9177,1.9399,1.9732,1.9713,3.557,4.8959,1.5884,1.5946,1.713,0.4171,0.0847,0.0981,0.0657,0.0813,0.0872,3.52,4.6408,1.4719,1.5352,1.6337,0.438,0.0827,0.0512,0.1277,0.0544,0.1219,41.6
XEZHAL,82.32,179.84,3,3.9,9.27,28,18.4,11.9,505.55,-4.348,-3.7804,1.98,2.07,1.84,0.5039,-0.2447,-0.4849,-0.4716,1.9628,2.9807,2.1702,2.1366,28.6914,7.325,8.4482,8.4159,0.7455,0.5192,0.4227,3.167,3.9957,1.3156,1.2957,1.3844,6.3493,12.4015,4.1135,4.1522,4.1358,9.7453,1.9362,1.9621,1.9069,1.9506,1.9896,3.5152,4.606,1.4767,1.5733,1.556,0.3637,0.0801,0.0797,0.0655,0.0744,0.064,3.5281,4.5973,1.4371,1.4885,1.6716,0.3462,0.078,0.0645,0.0777,0.0563,0.0697,35.4
XEZLET,61.1,171.52,2.52,5.43,6.98,28.6,23.3,13.8,499.61,-3.9449,-1.6354,1.9,2.43,1.87,0.2886,-0.2773,-0.1753,-0.4344,1.6711,2.9762,3.2717,2.8466,28.8101,7.3029,7.1564,7.302,0.7235,0.5815,0.115,3.1653,4.0319,1.3388,1.3499,1.3431,6.5144,12.3927,4.1484,4.1305,4.1138,9.8043,1.9444,1.9372,1.9652,1.9636,1.994,3.149,3.936,1.3075,1.3277,1.3007,0.0904,0.014,0.0159,0.0181,0.0152,0.0272,3.2733,4.0859,1.3934,1.3413,1.3511,0.0752,0.0131,0.0141,0.014,0.0108,0.0232,35.4
XIBJOI,79.65,249.52,3.22,10.07,6.4,51,42.9,28.2,791.46,-3.4865,-2.6731,1.99,2.12,1.9,0.2549,-0.2493,-0.1865,-0.0774,1.9725,2.9759,3.0465,3.134,28.8539,7.2956,7.1727,7.0896,0.701,0.5393,0.3689,3.164,4.0045,1.3004,1.2793,1.4249,6.4373,12.4834,4.1511,4.1494,4.1829,9.8244,1.9771,1.9289,1.9693,1.9612,1.988,3.17,3.9024,1.3925,1.1436,1.3663,0.1141,0.0258,0.0103,0.0363,0.0125,0.0292,3.1699,3.784,1.1799,1.4841,1.1199,0.1235,0.0148,0.029,0.0271,0.0188,0.0337,45.6
XIBKUQ,85.76,186.85,1.89,5.93,9.41,29.2,20.3,13.5,550.65,-2.233,-1.3132,1.95,1.99,1.89,0.3463,-0.2457,-0.7393,-0.7178,1.8109,2.8729,1.9763,2.006,28.7907,7.2861,8.5805,8.5843,0.6009,0.5214,0.4886,3.1634,3.9965,1.3136,1.3967,1.2862,6.3873,12.471,4.1404,4.1882,4.1425,9.7953,1.9185,1.9442,1.9768,1.9758,1.98,3.5266,4.7766,1.5996,1.4954,1.6816,0.4361,0.0973,0.0684,0.1014,0.0735,0.0955,3.541,4.7919,1.5591,1.6472,1.5856,0.3849,0.0686,0.0726,0.0794,0.0813,0.0831,43.8
XIBNOM,100.2,201.55,2.4,8.47,14.91,38.3,26.6,15.7,790.3,-1.2943,-0.9302,1.97,1.96,1.93,0.3147,-0.2384,-0.9106,-0.938,1.9678,2.8501,1.8823,1.8346,28.9019,7.2881,8.5214,8.5144,0.5584,0.5848,0.588,3.1698,3.9829,1.1855,1.405,1.3925,6.3806,12.5023,4.0761,4.2227,4.2035,9.8024,1.9779,1.9589,1.9622,1.9265,1.9769,3.5631,4.9143,1.5742,1.6171,1.723,0.4332,0.0838,0.0805,0.0754,0.0993,0.0942,3.573,4.944,1.5859,1.63,1.7282,0.4209,0.0899,0.0979,0.0666,0.0862,0.0804,33.6
XICCIV,87.98,237.11,2.28,8.74,10.01,43.5,33.2,22.4,727.22,-4.0002,-3.2002,1.93,2.06,1.95,0.3323,-0.2161,-0.1274,-0.1207,2.6278,3.0213,3.3001,3.2028,28.942,7.1691,7.2652,7.2003,0.5602,0.6628,0.469,3.1662,3.9675,1.2148,1.3926,1.3602,6.287,12.5957,4.2127,4.2077,4.1752,9.785,1.9547,1.999,1.9607,1.8691,2.0016,3.131,3.9039,1.2872,1.4136,1.2031,0.0925,0.0111,0.0201,0.026,0.0157,0.0196,3.1433,3.8872,1.3372,1.1998,1.3501,0.0902,0.0224,0.0087,0.0226,0.0126,0.024,25
XICJID,90.92,191.17,2.08,9.62,9.84,30.8,22.1,16.1,762.16,-3.2465,-2.4493,1.93,2.04,1.9,0.4175,-0.248,-0.691,-0.5004,1.797,2.9282,2.033,2.0098,28.757,7.2805,8.5684,8.4808,0.6603,0.5317,0.3562,3.166,4.0006,1.199,1.3888,1.4128,6.3752,12.4215,4.0907,4.2011,4.1297,9.7858,1.9288,1.9571,1.9728,1.9676,1.9594,3.5087,4.787,1.5163,1.598,1.6728,0.3953,0.0963,0.0691,0.0702,0.0882,0.0714,3.5008,4.6256,1.4884,1.6325,1.5047,0.374,0.0903,0.0869,0.0551,0.089,0.0528,41.1
XICNAZ,83.29,185.3,2.82,5.82,10.33,29.2,21,13.9,583.3,-4.3382,-3.9545,1.95,1.96,1.83,0.5452,-0.2276,-0.5859,-0.561,2.1507,3.0014,2.0731,2.0864,28.6369,7.2951,8.5081,8.4992,0.7411,0.5368,0.5079,3.1685,3.9765,1.3703,1.3927,1.2134,6.3287,12.4354,4.1293,4.1668,4.1393,9.6908,1.9508,1.9263,1.9867,1.8835,1.9435,3.5185,4.6718,1.4859,1.6566,1.5293,0.3956,0.0667,0.0668,0.1019,0.056,0.1042,3.5132,4.6285,1.5355,1.5084,1.5846,0.4192,0.0937,0.0678,0.0972,0.0657,0.0948,33.7
XIDRAD,82.1,182.59,3.51,7.83,9.85,30,24.5,20,758.72,-4.2637,-3.6817,1.96,2,1.85,0.5373,-0.236,-0.5615,-0.5536,2.064,2.9851,2.0986,2.0696,28.6281,7.3042,8.4807,8.4713,0.7186,0.5196,0.4561,3.1651,3.9885,1.3663,1.3831,1.2391,6.3301,12.4176,4.1405,4.14,4.1371,9.715,1.946,1.9374,1.9753,1.9066,1.9496,3.5141,4.6392,1.4401,1.6491,1.55,0.4082,0.0705,0.0646,0.1124,0.0586,0.1021,3.5184,4.6378,1.537,1.4972,1.6036,0.3975,0.0857,0.0552,0.0895,0.0671,0.1,33.3
XIDREH,82.49,182.82,3.54,7.77,10.28,30.9,25.1,19.9,764.87,-4.3175,-3.7062,1.96,2,1.85,0.542,-0.2346,-0.5562,-0.5474,2.087,2.9843,2.0839,2.0673,28.6454,7.2997,8.4779,8.4689,0.7215,0.5353,0.4737,3.1653,3.987,1.3854,1.3998,1.2018,6.3273,12.4167,4.1404,4.1557,4.1207,9.7141,1.9499,1.9551,1.9797,1.8796,1.9497,3.5158,4.6356,1.4786,1.6421,1.5149,0.4049,0.0658,0.0681,0.1097,0.0584,0.1029,3.5189,4.6352,1.5854,1.5046,1.5451,0.3933,0.0906,0.0555,0.0856,0.0603,0.1014,32.4
XIFKON01,61.75,167.96,2.62,6.85,9.26,28.9,23.9,15.5,609.95,-3.7919,-1.2785,1.91,2.39,1.88,0.2719,-0.2733,-0.1966,-0.429,1.6793,2.9542,3.2428,2.874,28.8279,7.3054,7.1691,7.3228,0.7037,0.5764,0.1451,3.1651,4.0278,1.2389,1.4329,1.3559,6.5135,12.401,4.1142,4.1442,4.1426,9.8136,1.9468,1.9452,1.9531,1.9745,1.9941,3.1511,3.9569,1.368,1.3238,1.265,0.0886,0.011,0.019,0.0222,0.0121,0.0242,3.2869,4.0676,1.4608,1.3426,1.2643,0.0745,0.0082,0.0177,0.0202,0.0114,0.017,45.3
XIFLAA,62.11,169.1,2.39,6.8,9.2,29.1,24.1,14.9,581.22,-3.7474,-1.4251,2.37,1.91,1.88,0.2735,-0.2746,-0.4246,-0.1902,1.6913,2.9635,2.8736,3.242,28.8284,7.2953,7.3229,7.1685,0.7055,0.1531,0.5697,3.1657,4.0283,1.3509,1.3209,1.3565,6.5117,12.4019,4.1743,4.1162,4.1114,9.8129,1.9451,1.9442,1.9813,1.9476,1.9947,3.2848,4.0653,1.4471,1.3456,1.2727,0.0745,0.0082,0.0172,0.0201,0.0125,0.0165,3.1516,3.9498,1.3656,1.3188,1.2655,0.0887,0.0121,0.0189,0.0205,0.0148,0.0224,35.8
XIFMIJ01,61.87,168.98,2.7,6.05,9.01,28.9,24.1,16,590.75,-3.7956,-1.4645,2.39,1.91,1.88,0.277,-0.275,-0.4296,-0.1869,1.6962,2.9656,2.8742,3.2701,28.8319,7.2925,7.3316,7.1629,0.7086,0.1462,0.5777,3.1655,4.0291,1.3198,1.361,1.3482,6.5139,12.3991,4.1428,4.1377,4.1187,9.81,1.9417,1.9402,1.9675,1.9658,1.9947,3.2848,4.07,1.4364,1.3228,1.3109,0.0748,0.0084,0.0155,0.0173,0.0122,0.0213,3.1494,3.9483,1.3332,1.3296,1.2854,0.0893,0.0126,0.0166,0.0195,0.0149,0.0258,36.6
XIFNOQ01,61.41,167.75,2.62,5.92,9.04,28.7,23.8,15.5,591.53,-3.8375,-1.362,2.41,1.91,1.88,0.2784,-0.2732,-0.4302,-0.1948,1.6737,2.9544,2.8757,3.2511,28.8201,7.3031,7.3263,7.1691,0.7027,0.137,0.5771,3.1651,4.0278,1.2098,1.4231,1.3949,6.5137,12.3956,4.0926,4.1517,4.1513,9.8123,1.9483,1.9559,1.9436,1.9736,1.9909,3.2864,4.0692,1.4717,1.3704,1.227,0.0746,0.0081,0.0173,0.0219,0.0102,0.0171,3.1507,3.9554,1.3569,1.3397,1.2587,0.0887,0.0098,0.0193,0.024,0.0108,0.0249,39
XIFYAN,62.4,155.01,1.85,7.63,9.49,24.7,15.6,10.8,568.72,-3.1192,-1.1493,2.12,2.08,1.87,0.3765,-0.2586,-0.5737,-0.5883,1.659,2.9212,1.9572,1.9116,28.8615,7.3286,8.5284,8.5327,0.6748,0.4166,0.4445,3.1605,4.0139,1.23,1.3516,1.4323,6.4457,12.3602,4.1091,4.1296,4.1215,9.8175,1.9136,1.9728,1.9652,1.9753,1.9907,3.5408,4.7217,1.5528,1.5106,1.6583,0.3112,0.0664,0.0598,0.0729,0.0397,0.0724,3.5341,4.7249,1.6013,1.6384,1.4851,0.3293,0.0422,0.0773,0.0786,0.0437,0.0875,38.1
XIGQEK01,96.77,201.87,1.75,12.07,7.95,32.1,22.2,14.1,639.87,-3.2596,-2.5485,1.92,1.91,1.91,0.4616,-0.2433,-0.6363,-0.6929,2.0729,2.9113,2.0917,2.0519,28.6932,7.2862,8.4874,8.5641,0.6281,0.4892,0.5494,3.1681,3.9942,1.2928,1.2762,1.4252,6.3308,12.4635,4.1442,4.1285,4.1908,9.744,1.9431,1.9683,1.8762,1.9858,1.9706,3.5103,4.7022,1.5112,1.5525,1.6386,0.4238,0.0924,0.0562,0.1103,0.0572,0.1077,3.5155,4.7798,1.5271,1.5539,1.6989,0.3976,0.0788,0.0831,0.0744,0.0803,0.081,39.2
XIGTOZ,100.13,198.61,2.44,7.98,8.98,31.8,21.9,16.5,695.28,-2.985,-1.5338,2.06,1.96,1.92,0.4025,-0.2449,-0.4801,-0.6811,1.7088,2.9077,2.1281,2.011,28.7708,7.2871,8.4763,8.6154,0.6338,0.3723,0.5418,3.1674,3.9956,1.2115,1.3571,1.4271,6.3557,12.4247,4.1137,4.1631,4.1479,9.8172,1.9179,1.9657,1.9772,1.9749,1.9815,3.5048,4.6428,1.4683,1.5491,1.6253,0.3326,0.0739,0.0768,0.0523,0.0684,0.0612,3.5114,4.7609,1.5013,1.6056,1.654,0.4088,0.0879,0.0864,0.0709,0.0871,0.0765,40.9
XIGTUE,88.33,186.21,2.6,7.55,8.79,36.6,26.8,16.1,580.3,-2.1187,-0.6578,2.07,1.97,1.88,0.3294,-0.2463,-0.8643,-0.8422,1.9089,2.8833,1.7332,1.8517,28.8843,7.2936,8.5777,8.5375,0.6242,0.4494,0.5923,3.1631,3.9969,1.273,1.4194,1.3045,6.4065,12.4711,4.1195,4.1977,4.1538,9.7931,1.9581,1.9108,1.9587,1.98,1.9855,3.5767,4.8483,1.7137,1.6509,1.4836,0.4394,0.0749,0.0883,0.0925,0.0623,0.1212,3.5582,4.8669,1.6744,1.4693,1.7232,0.4171,0.0988,0.0651,0.0999,0.0548,0.0987,46.4
XIGVER,62.21,157.63,2.05,9.15,10.23,25.7,18.5,11.5,584.98,-3.1815,-1.5744,2.07,2.15,1.87,0.3816,-0.2589,-0.6152,-0.5685,1.6377,2.9247,1.8752,1.9489,28.8495,7.3268,8.5417,8.5132,0.6772,0.4436,0.383,3.1604,4.0144,1.2697,1.3317,1.413,6.4442,12.3574,4.0813,4.1648,4.1112,9.8168,1.9113,1.9791,1.9754,1.9741,1.977,3.5307,4.7226,1.5874,1.5013,1.6338,0.3619,0.0706,0.0657,0.0892,0.0483,0.0881,3.5417,4.7202,1.5511,1.6677,1.5014,0.3066,0.0443,0.0693,0.0785,0.0384,0.076,41.3
XIHJUV,85.18,185.43,2.82,7.64,10.29,28.6,18.9,13,658.7,-2.2556,-0.7044,2.02,1.95,1.88,0.3432,-0.2458,-0.6804,-0.7026,1.7631,2.8805,2.0163,2.0345,28.7765,7.2779,8.5449,8.5813,0.6142,0.435,0.5145,3.1627,3.9972,1.3113,1.3644,1.3216,6.3979,12.465,4.1487,4.1731,4.1433,9.7939,1.9257,1.9338,1.979,1.9723,1.9831,3.5325,4.7417,1.5218,1.6407,1.5792,0.4062,0.0738,0.0769,0.0956,0.0814,0.0785,3.5305,4.7806,1.6013,1.4914,1.6879,0.3915,0.0875,0.0657,0.0856,0.0651,0.0877,47
XIHXOC,77.82,176.3,1.72,12.04,6.33,34.7,24.6,15.7,718.45,-4.1097,-3.135,1.86,2.24,2,0.5576,-0.2143,-0.683,-0.3233,2.2712,2.9242,2.0787,2.9686,28.6953,7.2284,8.5623,7.6252,0.4833,0.5905,0.2255,3.1784,3.9558,1.3646,1.2861,1.3052,6.276,12.4178,4.1942,4.1193,4.1043,9.7486,1.8912,1.9254,1.9683,1.9824,1.9814,3.4961,4.7247,1.4829,1.5683,1.6735,0.4622,0.0907,0.0591,0.1273,0.0807,0.1045,3.2038,4.0581,1.4941,1.2395,1.3245,0.0614,0.0069,0.0139,0.0219,0.0073,0.0114,31.7
XIJLOR,62.68,155.9,3.22,5.72,9.2,27.6,21.6,15.8,585.15,-3.1377,-0.0039,2.1,2.09,1.86,0.3881,-0.2577,-0.5983,-0.6005,1.682,2.9255,1.9323,1.9103,28.8706,7.3295,8.5215,8.5155,0.6823,0.4526,0.4538,3.1598,4.0135,1.3262,1.3774,1.3099,6.4341,12.3621,4.1116,4.1581,4.0925,9.8157,1.9084,1.9749,1.9713,1.9753,1.9858,3.5306,4.7076,1.6068,1.4767,1.6242,0.3601,0.0693,0.0674,0.0869,0.0495,0.0869,3.5299,4.7057,1.5212,1.6806,1.5039,0.3649,0.0675,0.0865,0.0758,0.0552,0.0799,37.2
XIJMIM,62.49,155.6,3.39,5.63,9.89,27.2,22.2,16.8,598.95,-3.1522,0.0601,2.12,2.07,1.86,0.3871,-0.2579,-0.61,-0.5979,1.6661,2.923,1.8863,1.9305,28.8695,7.3291,8.5371,8.5161,0.6797,0.4141,0.482,3.16,4.0136,1.315,1.3808,1.3178,6.4369,12.3606,4.0999,4.1662,4.0946,9.8154,1.911,1.9767,1.9673,1.9765,1.9838,3.534,4.7106,1.6056,1.4742,1.6307,0.3655,0.0663,0.0593,0.086,0.066,0.0878,3.5278,4.7039,1.519,1.6873,1.4976,0.3663,0.0684,0.0804,0.0785,0.0567,0.0824,37.1
XIJMUY,62.53,155.69,3.35,5.75,10.06,27.6,23.3,17.7,603.46,-3.1631,0.0242,2.06,2.13,1.86,0.3872,-0.2582,-0.6127,-0.5977,1.6756,2.926,1.8819,1.8953,28.8773,7.3267,8.5366,8.5185,0.6817,0.485,0.4225,3.1597,4.0141,1.2795,1.3453,1.3893,6.4377,12.3605,4.0903,4.1598,4.1104,9.8146,1.9164,1.9712,1.9664,1.9731,1.9876,3.5279,4.7103,1.5921,1.4825,1.6357,0.3745,0.0672,0.0641,0.0945,0.0591,0.0896,3.534,4.7042,1.533,1.6762,1.4949,0.3595,0.0604,0.0841,0.08,0.0484,0.0865,36.9
XIJNIN,62.33,154.74,2.92,7.35,9.98,25.6,19.9,15.7,610.88,-3.4566,0.1066,2.12,2.09,1.87,0.3795,-0.2624,-0.5787,-0.5732,1.6126,2.9204,1.9199,1.9685,28.8577,7.3267,8.5206,8.5169,0.6868,0.3984,0.4438,3.1623,4.0164,1.2814,1.3065,1.4286,6.4465,12.3574,4.1382,4.1583,4.0609,9.8166,1.9204,1.9697,1.97,1.9929,1.9636,3.5334,4.7055,1.6674,1.4637,1.5744,0.3397,0.0859,0.0446,0.0589,0.0692,0.0812,3.5313,4.7027,1.4789,1.6952,1.5286,0.3392,0.0861,0.0642,0.0508,0.078,0.0601,38.1
XIJNUZ,62.57,155.55,3.09,5.68,9.44,25.5,19.2,14.6,558.49,-3.1381,0.1148,2.06,2.13,1.86,0.3827,-0.2584,-0.5955,-0.566,1.6525,2.9248,1.9074,1.9522,28.8552,7.3298,8.5307,8.5105,0.6808,0.4637,0.3978,3.1602,4.0139,1.2213,1.3624,1.4302,6.4408,12.3603,4.1035,4.1421,4.1148,9.8163,1.9129,1.9761,1.9655,1.9738,1.9879,3.5295,4.7143,1.5785,1.6461,1.4897,0.3517,0.0519,0.0799,0.0797,0.0527,0.0874,3.5356,4.7022,1.5644,1.4954,1.6424,0.3282,0.0671,0.0605,0.0824,0.0404,0.0779,38.3
XIJXOG,63.84,159.15,1.98,3.6,15.15,24.3,14.2,8.4,601.2,-3.3529,-3.3502,2.07,2.04,1.86,0.4267,-0.2571,-0.5735,-0.5763,1.824,2.9342,1.9464,1.9505,28.8045,7.3335,8.5307,8.5341,0.6924,0.4342,0.4632,3.1615,4.012,1.4046,1.4222,1.1852,6.4154,12.3731,4.1482,4.1742,4.0506,9.7848,1.9199,1.9739,1.9586,1.9648,1.9675,3.535,4.7075,1.4651,1.6953,1.5471,0.331,0.0865,0.0615,0.0415,0.0898,0.0516,3.532,4.71,1.6863,1.4575,1.5662,0.3342,0.0918,0.0427,0.058,0.0718,0.0699,35.9
XIKLOU,77.38,172.66,1.75,4.15,7.3,27.9,17.6,9.7,430.03,-3.9987,-2.9186,1.84,2.44,1.95,0.4548,-0.2222,-0.5176,-0.3115,2.0739,2.9416,2.2988,2.7306,28.7264,7.2302,8.4924,7.6687,0.5155,0.5648,0.1334,3.1716,3.9681,1.393,1.3982,1.1769,6.2845,12.4471,4.0974,4.1702,4.1795,9.8136,1.9272,1.9921,1.9338,1.9778,1.9828,3.4732,4.6358,1.467,1.6636,1.5053,0.4085,0.0956,0.082,0.069,0.1026,0.0594,3.2056,4.028,1.4467,1.09,1.4914,0.0779,0.0268,0.0094,0.0126,0.0059,0.0232,26
XIKMOV,80.01,218.82,2.41,9.04,8.43,36.7,28.3,20.9,695.17,-3.9263,-2.5356,2.21,1.97,1.89,0.3587,-0.2554,-0.4983,-0.0344,1.7669,2.9675,2.0616,3.1824,28.76,7.3012,8.4685,7.0311,0.6976,0.2456,0.5381,3.1644,4.0104,1.3104,1.2723,1.4277,6.4053,12.4137,4.1167,4.1906,4.1064,9.8222,1.9366,1.9907,1.9693,1.9536,1.9719,3.5189,4.6334,1.5152,1.5198,1.5984,0.3461,0.0764,0.0609,0.0688,0.0533,0.0868,3.1526,3.7632,1.2841,1.2745,1.2045,0.1186,0.0192,0.0187,0.0322,0.0188,0.0297,35
XIKNUA,79,224.5,3.1,10.88,8.09,45.9,36.9,21.9,749.82,-3.5109,-1.4419,1.99,2.07,1.92,0.2394,-0.263,-0.216,-0.0822,1.9148,2.9515,2.8803,3.0946,28.8339,7.2822,7.3683,7.1534,0.6694,0.5165,0.3981,3.1689,4.0131,1.3417,1.2535,1.4178,6.421,12.5029,4.1487,4.201,4.1532,9.8367,1.9349,1.9467,1.9695,1.9906,1.995,3.1347,4.0009,1.4207,1.1784,1.4018,0.0804,0.0166,0.0079,0.0248,0.0097,0.0215,3.1793,3.7912,1.3082,1.3504,1.1326,0.1116,0.0106,0.0289,0.0309,0.0171,0.0242,40.1
XIKZUP,91.17,192.03,2.34,12.62,7.37,40,32.9,22.9,768.07,-3.6115,-3.5502,2.15,1.99,2.01,0.4662,-0.2287,-0.4691,-0.4652,2.1419,2.9003,2.0056,2.112,28.8525,7.1887,8.4492,8.4456,0.4498,0.3116,0.4482,3.1815,3.9663,1.292,1.3363,1.3379,6.236,12.447,4.1474,4.14,4.1596,9.8508,1.9772,1.9684,1.942,1.9691,1.9941,3.5014,4.6075,1.4997,1.6375,1.4703,0.3602,0.0834,0.0732,0.061,0.0794,0.0632,3.4754,4.6028,1.4532,1.5182,1.6314,0.3869,0.0851,0.0916,0.0595,0.0903,0.0604,26.2
XILFED,89.69,201.32,1.52,13.72,7.73,35,26.5,16.5,752.44,-3.236,-2.1595,2.02,1.95,1.92,0.4165,-0.2461,-0.5438,-0.6819,1.8024,2.9166,2.0356,2.0226,28.77,7.2868,8.5236,8.5504,0.6381,0.3728,0.52,3.1675,3.9974,1.1777,1.3906,1.4291,6.3654,12.4192,4.0459,4.2301,4.1433,9.7988,1.9702,1.9748,1.9934,1.9389,1.9216,3.4965,4.649,1.5026,1.5012,1.6452,0.3983,0.0809,0.0506,0.0965,0.0568,0.1135,3.5123,4.7763,1.6112,1.469,1.6961,0.3933,0.0791,0.0312,0.1109,0.0491,0.1232,39.7
XILVOE,76.56,195.98,1.52,7.57,6.07,41.2,26.3,13.4,481.59,-3.7286,-2.7783,1.89,2.43,1.89,0.536,-0.2369,-0.7722,-0.44,2.3854,2.9588,1.8258,2.0718,28.8,7.2541,8.5333,8.3837,0.6812,0.6685,0.1408,3.1633,3.9928,1.2797,1.3329,1.3802,6.3309,12.4555,4.1991,4.1407,4.1157,9.6776,1.8415,1.9625,1.9438,1.9509,1.9789,3.5486,4.8264,1.6431,1.7017,1.4816,0.3972,0.0528,0.0943,0.0889,0.0846,0.0766,3.5227,4.6108,1.4372,1.4812,1.6924,0.3065,0.0758,0.0422,0.0705,0.0419,0.0762,67.4
XILVUK,62.14,154.73,2.37,5.04,8.03,24.6,17.5,11.5,475.97,-3.3506,0.0321,2.21,2.01,1.86,0.3911,-0.259,-0.5544,-0.5844,1.6214,2.9283,1.9611,1.9385,28.8415,7.3282,8.5582,8.5626,0.6891,0.3131,0.5065,3.1596,4.0155,1.3379,1.3905,1.287,6.4448,12.3519,4.1117,4.152,4.0882,9.8122,1.9045,1.9805,1.9703,1.9726,1.9843,3.5359,4.6918,1.6,1.4819,1.6099,0.3266,0.0653,0.056,0.0834,0.0412,0.0807,3.5213,4.7047,1.5348,1.6744,1.4956,0.3584,0.0577,0.0831,0.0781,0.0615,0.078,39.4
XILYEX,83.93,190.18,1.76,8.35,9.88,30.2,22.2,16.6,646.05,-4.6388,-4.157,1.93,1.96,1.84,0.5739,-0.2161,-0.552,-0.5422,2.2111,3.0096,2.0736,2.1227,28.6332,7.2715,8.4931,8.502,0.7494,0.557,0.5342,3.1688,3.9658,1.2637,1.2854,1.4167,6.3117,12.435,4.1169,4.1702,4.1479,9.6795,1.9623,1.9403,1.8838,1.9798,1.9133,3.5158,4.6341,1.4767,1.5318,1.6256,0.4021,0.0878,0.0867,0.0625,0.0988,0.0663,3.5165,4.6355,1.4619,1.4925,1.681,0.3902,0.084,0.0709,0.0861,0.0706,0.0786,33.5
XIMCON,93.59,194.67,1.76,8.85,9.03,30.1,19.6,13.7,667.88,-2.9186,-1.4676,1.95,1.99,1.92,0.3998,-0.2463,-0.6826,-0.5071,1.7524,2.9025,2.0512,2.1319,28.7141,7.2887,8.5691,8.4816,0.6159,0.5055,0.3752,3.1682,3.9963,1.2867,1.4022,1.3074,6.3569,12.4371,4.1468,4.1838,4.1065,9.8063,1.9347,1.9722,1.9679,1.9824,1.9491,3.5107,4.7726,1.5223,1.6202,1.63,0.3993,0.0979,0.069,0.0724,0.0819,0.0782,3.4917,4.6495,1.4656,1.557,1.6268,0.3659,0.0743,0.0753,0.071,0.0648,0.0805,43.1
XIMPAM,63.17,157.17,1.95,6.44,10.69,24.1,14,9.5,552.34,-3.0587,-1.73,2.07,2.08,1.87,0.3779,-0.2579,-0.5941,-0.6118,1.6883,2.9169,1.9404,1.916,28.8519,7.324,8.5456,8.5653,0.6733,0.447,0.4382,3.1602,4.0133,1.3078,1.3905,1.315,6.4401,12.3699,4.104,4.173,4.0929,9.8121,1.9153,1.9712,1.9625,1.979,1.9842,3.5416,4.7281,1.5169,1.706,1.5052,0.3243,0.0619,0.0719,0.0687,0.054,0.0678,3.5377,4.7317,1.6335,1.4632,1.635,0.3424,0.0688,0.0603,0.0759,0.0484,0.0889,38.3
